,CUSTOMER_CODE,CUSTOMER_GROUP,ITEM_CODE,Model,MaterialName,DIAMETER1,DIAMETER2,THICKNESS,LENGTH,ColorName,ProcessName,SurfaceName,INV_DV,HideInCUS030
65,C07001,HONDA,|0200220139|31.80|0.00|2.600|0.000,,STKM11A,31.8,0.0,2.6,5600.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
66,C07295,OTHER,|0200220810|19.10|0.00|1.600|0.000,,STKM13A,19.1,0.0,1.6,100.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
67,C07002,YAMAHA,|0200226339|40.00|20.00|2.300|0.000,,STKMRR290,40.0,20.0,2.3,1055.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
68,C07032,HONDA,|0200262901|22.20|0.00|1.200|0.000,K12,SUS409L,22.2,0.0,1.2,449.6,IBC,Brushing,Cold  Rolled Steel ,,False
69,C07038,TTVN,|0200220139|12.70|0.00|2.000|0.000,,STKM11A,12.7,0.0,2.0,396.3,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
70,C07046,HONDA,|0200230120|28.60|0.00|1.200|0.000,,STKM11A,28.6,0.0,1.2,410.0,IBC,Brushing,Cold  Rolled Steel ,,False
71,C07002,YAMAHA,|0200226339|40.00|20.00|2.300|0.000,,STKMRR290,40.0,20.0,2.3,1064.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
73,C07005,YAMAHA,|0200230119|22.20|0.00|1.200|0.000,,STKM11A,22.2,0.0,1.2,5800.0,IBC,Piping(Pre-End),Cold  Rolled Steel ,,False
74,C07031,HONDA,|0200226010|15.90|0.00|2.000|0.000,K56,STAM390G,15.9,0.0,2.0,5500.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
79,C07008,HONDA,|0200226010|31.80|0.00|2.600|0.000,,STAM390G,31.8,0.0,2.6,206.4,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
81,C07042,HONDA,|0200225926|48.60|0.00|3.500|0.000,K56R,STAM290GA,48.6,0.0,3.5,5300.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
83,C07048,VINFAST,|0200226339|40.00|20.00|2.300|0.000,,STKMRR290,40.0,20.0,2.3,450.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
85,C07295,OTHER,|0200226339|50.00|30.00|1.600|0.000,,STKMRR290,50.0,30.0,1.6,737.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
87,C07037,HONDA,|0200225939|19.10|0.00|2.300|0.000,KWW,STAM290GA,19.1,0.0,2.3,6000.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
88,C07035,VINFAST,|0200220810|34.00|0.00|2.600|0.000,,STKM13A,34.0,0.0,2.6,5850.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
89,C07049,VINFAST,|0200226010|17.30|0.00|2.000|0.000,,STAM390G,17.3,0.0,2.0,5500.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
90,C07056,HONDA,|0200225939|19.10|0.00|2.300|0.000,,STAM290GA,19.1,0.0,2.3,5500.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
91,C07035,VINFAST,|0200226010|19.10|0.00|2.000|0.000,,STAM390G,19.1,0.0,2.0,82.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
92,C07049,VINFAST,|0200226010|19.10|0.00|2.000|0.000,,STAM390G,19.1,0.0,2.0,5800.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
93,C07042,VINFAST,|0200220126|42.70|0.00|3.500|0.000,,STKM11A,42.7,0.0,3.5,286.0,IBC,Chamfer,"Pickled and Oiled,Hot rolled steel",,False
95,C07050,VINFAST,|0200220139|22.20|0.00|2.000|0.000,VF,STKM11A,22.2,0.0,2.0,633.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
96,C07002,YAMAHA,|0200220810|38.10|0.00|2.300|0.000,,STKM13A,38.1,0.0,2.3,1225.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
97,C07295,OTHER,|0200226339|50.00|30.00|1.600|0.000,,STKMRR290,50.0,30.0,1.6,587.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
99,C07048,VINFAST,|0200220139|28.60|0.00|2.000|0.000,,STKM11A,28.6,0.0,2.0,130.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
103,C07029,HONDA,|0200226010|19.10|0.00|1.600|0.000,,STAM390G,19.1,0.0,1.6,5860.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
104,C07032,HONDA,|0200226010|22.20|0.00|2.000|0.000,SP,STAM390G,22.2,0.0,2.0,737.0,IBC,Punching,"Pickled and Oiled,Hot rolled steel",,False
105,C07030,HONDA,|0200226010|19.10|0.00|1.600|0.000,K2TA,STAM390G,19.1,0.0,1.6,5800.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
107,C07011,HONDA,|0200226010|32.00|32.00|2.300|0.000,,STAM390G,32.0,32.0,2.3,6000.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
108,C07031,HONDA,|0200225900|21.70|16.50|2.600|0.000,K56,STAM290GA,21.7,16.5,2.6,5400.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
109,C07005,YAMAHA,|0200220139|22.20|0.00|2.300|0.000,,STKM11A,22.2,0.0,2.3,5800.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
111,C07038,TTVN,|0200230119|25.40|0.00|1.200|0.000,,STKM11A,25.4,0.0,1.2,467.4,NBC,Brushing,Cold  Rolled Steel ,,False
113,C07032,HONDA,|0200262901|22.20|0.00|1.200|0.000,K12,SUS409L,22.2,0.0,1.2,435.0,IBC,Brushing,Cold  Rolled Steel ,,False
114,C07038,TTVN,|0200220139|25.40|0.00|1.800|0.000,,STKM11A,25.4,0.0,1.8,469.4,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
115,C07001,HONDA,|0200225900|15.00|10.30|2.350|0.000,,STAM290GA,15.0,10.3,2.35,5700.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
116,C07005,YAMAHA,|0200230120|28.60|0.00|1.200|0.000,,STKM11A,28.6,0.0,1.2,5300.0,IBC,Piping(Pre-End),Cold  Rolled Steel ,,False
117,C07031,HONDA,|0200226010|19.10|0.00|1.400|0.000,,STAM390G,19.1,0.0,1.4,5550.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
118,C07011,HONDA,|0200226010|48.60|0.00|3.500|0.000,K2CA/K2CF/K1NA/K1NF/K2TA/K2ZA,STAM390G,48.6,0.0,3.5,5880.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
120,C07030,HONDA,|0200226010|17.30|0.00|1.400|0.000,K2TA,STAM390G,17.3,0.0,1.4,5550.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
121,C07029,HONDA,|0200226010|19.10|0.00|1.600|0.000,,STAM390G,19.1,0.0,1.6,5460.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
122,C07008,HONDA,|0200226010|54.00|20.00|2.000|0.000,,STAM390G,54.0,20.0,2.0,565.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
124,C07048,VINFAST,|0200226010|28.60|0.00|3.200|0.000,,STAM390G,28.6,0.0,3.2,306.5,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
126,C07295,OTHER,|0200226339|40.00|20.00|1.600|0.000,,STKMRR290,40.0,20.0,1.6,6450.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
127,C07002,YAMAHA,|0200220810|38.10|0.00|2.300|0.000,,STKM13A,38.1,0.0,2.3,1193.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
129,C07049,VINFAST,|0200220139|19.10|0.00|2.000|0.000,,STKM11A,19.1,0.0,2.0,5680.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
130,C07035,VINFAST,|0200220139|28.60|0.00|2.000|0.000,,STKM11A,28.6,0.0,2.0,6475.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
131,C07045,HONDA,|0200236041|22.20|0.00|1.200|0.000,,STAM390G,22.2,0.0,1.2,5570.0,NBC,Piping(Pre-End),Cold  Rolled Steel ,,False
132,C07042,YEADER,|0200226010|42.70|0.00|3.200|0.000,,STAM390G,42.7,0.0,3.2,5070.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
133,C07045,HONDA,|0200230742|22.20|0.00|1.400|0.000,,HSST590C,22.2,0.0,1.4,5580.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
134,C07035,VINFAST,|0200226010|19.10|0.00|2.000|0.000,,STAM390G,19.1,0.0,2.0,5460.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
135,C07049,VINFAST,|0200226010|22.20|0.00|2.000|0.000,,STAM390G,22.2,0.0,2.0,5600.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
136,C07050,VINFAST,|0200226339|40.00|20.00|2.300|0.000,VF,STKMRR290,40.0,20.0,2.3,426.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
137,C07002,YAMAHA,|0200220810|48.60|0.00|2.300|0.000,,STKM13A,48.6,0.0,2.3,1148.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
138,C07295,OTHER,|0200226010|42.70|0.00|1.600|0.000,,STAM390G,42.7,0.0,1.6,1020.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
140,C07030,HONDA,|0200226010|19.10|0.00|1.600|0.000,K2TA,STAM390G,19.1,0.0,1.6,5700.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
141,C07048,VINFAST,|0200226339|40.00|20.00|2.300|0.000,,STKMRR290,40.0,20.0,2.3,220.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
143,C07008,VINFAST,|0200220126|42.70|0.00|3.500|0.000,,STKM11A,42.7,0.0,3.5,273.0,IBC,Chamfer,"Pickled and Oiled,Hot rolled steel",,False
144,C07029,HONDA,|0200226010|19.10|0.00|1.600|0.000,K2TA,STAM390G,19.1,0.0,1.6,6400.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
145,C07032,HONDA,|0200226010|22.20|0.00|2.000|0.000,SP,STAM390G,22.2,0.0,2.0,738.0,IBC,Punching,"Pickled and Oiled,Hot rolled steel",,False
147,C07011,HONDA,|0200230742|25.00|55.00|1.600|0.000,,HSST590C,25.0,55.0,1.6,548.0,IBC,Grind Face,Cold  Rolled Steel ,,False
148,C07031,HONDA,|0200226010|19.10|0.00|1.600|0.000,"K2CA,K2SG",STAM390G,19.1,0.0,1.6,5600.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
149,C07005,YAMAHA,|0200230120|38.10|0.00|1.200|0.000,,STKM11A,38.1,0.0,1.2,5450.0,IBC,Piping(Pre-End),Cold  Rolled Steel ,,False
151,C07038,TTVN,|0200230841|28.60|0.00|1.200|0.000,,STKM13A,28.6,0.0,1.2,407.3,NBC,Brushing,Cold  Rolled Steel ,,False
152,C07032,HONDA,|0200262901|22.20|0.00|1.200|0.000,K1FA.K1GA,SUS409L,22.2,0.0,1.2,485.0,IBC,Brushing,Cold  Rolled Steel ,,False
153,C07038,TTVN,|0200230841|28.60|0.00|1.200|0.000,,STKM13A,28.6,0.0,1.2,618.1,NBC,Brushing,Cold  Rolled Steel ,,False
154,C07001,HONDA,|0200226010|15.90|0.00|2.000|0.000,,STAM390G,15.9,0.0,2.0,5600.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
155,C07005,YAMAHA,|0200230119|45.00|0.00|1.200|0.000,,STKM11A,45.0,0.0,1.2,5600.0,IBC,Piping(Pre-End),Cold  Rolled Steel ,,False
156,C07031,HONDA,|0200226010|19.10|0.00|2.000|0.000,K1F,STAM390G,19.1,0.0,2.0,5460.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
157,C07011,HONDA,|0200230742|25.00|55.00|1.600|0.000,,HSST590C,25.0,55.0,1.6,549.0,IBC,Grind Face,Cold  Rolled Steel ,,False
162,C07048,VINFAST,|0200220139|28.60|0.00|2.000|0.000,,STKM11A,28.6,0.0,2.0,150.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
163,C07295,OTHER,|0200226010|38.10|0.00|2.000|0.000,,STAM390G,38.1,0.0,2.0,80.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
164,C07002,YAMAHA,|0200220139|38.10|0.00|2.000|0.000,,STKM11A,38.1,0.0,2.0,274.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
167,C07030,HONDA,|0200226010|22.20|0.00|2.900|0.000,K2ZA.K3AA,STAM390G,22.2,0.0,2.9,5700.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
168,C07035,VINFAST,|0200220810|38.10|0.00|2.000|0.000,,STKM13A,38.1,0.0,2.0,531.0,IBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
169,C07045,HONDA,|0200226010|25.40|0.00|3.200|0.000,,STAM390G,25.4,0.0,3.2,5460.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
170,C07030,HONDA,|0200226010|19.10|0.00|2.000|0.000,,STAM390G,19.1,0.0,2.0,5800.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
171,C07035,VINFAST,|0200226540|50.00|30.00|2.300|0.000,,STKMRHT590,50.0,30.0,2.3,526.0,IBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
172,C07027,OTHER,|0200230120|28.60|0.00|1.200|0.000,CMS,STKM11A,28.6,0.0,1.2,5850.0,IBC,Piping(Pre-End),Cold  Rolled Steel ,,False
174,C07002,YAMAHA,|0200220139|31.80|0.00|2.000|0.000,,STKM11A,31.8,0.0,2.0,422.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
175,C07295,OTHER,|0200220139|15.90|0.00|1.600|0.000,,STKM11A,15.9,0.0,1.6,903.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
176,C07048,VINFAST,|0200226010|25.40|0.00|2.600|0.000,,STAM390G,25.4,0.0,2.6,275.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
178,C07008,VINFAST,|0200220810|34.00|0.00|2.600|0.000,V5 LIFE,STKM13A,34.0,0.0,2.6,1415.0,IBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
181,C07031,HONDA,|0200226010|22.20|0.00|1.600|0.000,AT,STAM390G,22.2,0.0,1.6,5900.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
182,C07005,YAMAHA,|0200226240|22.20|0.00|1.600|0.000,,STKMHT590,22.2,0.0,1.6,5400.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
183,C07001,HONDA,|0200226010|17.30|0.00|1.400|0.000,K1YA/K1ZA,STAM390G,17.3,0.0,1.4,5300.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
184,C07032,HONDA,|0200235920|25.40|0.00|1.200|0.000,SP,STAM290GA,25.4,0.0,1.2,527.0,IBC,Brushing,Cold  Rolled Steel ,,False
185,C07038,TTVN,|0200230841|12.70|0.00|1.200|0.000,,STKM13A,12.7,0.0,1.2,963.5,NBC,Brushing,Cold  Rolled Steel ,,False
186,C07032,HONDA,|0200226010|54.00|0.00|2.900|0.000,SP,STAM390G,54.0,0.0,2.9,700.0,IBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
187,C07038,TTVN,|0200230841|25.40|0.00|1.200|0.000,,STKM13A,25.4,0.0,1.2,457.9,NBC,Brushing,Cold  Rolled Steel ,,False
188,C07002,YAMAHA,|0200220139|22.20|0.00|2.000|0.000,,STKM11A,22.2,0.0,2.0,379.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
189,C07001,HONDA,|0200226010|17.30|0.00|1.600|0.000,,STAM390G,17.3,0.0,1.6,5600.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
190,C07005,YAMAHA,|0200226240|22.20|0.00|2.000|0.000,,STKMHT590,22.2,0.0,2.0,5550.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
191,C07031,HONDA,|0200226010|25.40|0.00|1.600|0.000,K1F,STAM390G,25.4,0.0,1.6,5861.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
192,C07029,HONDA,|0200226010|19.10|0.00|2.300|0.000,,STAM390G,19.1,0.0,2.3,5570.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
195,C07295,OTHER,|0200226010|42.70|0.00|1.600|0.000,,STAM390G,42.7,0.0,1.6,822.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
196,C07008,YAMAHA,|0200226117|38.10|0.00|1.800|0.000,BFM,STKMHT490,38.1,0.0,1.8,390.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
198,C07027,OTHER,|0200226010|31.80|0.00|1.400|0.000,CMS,STAM390G,31.8,0.0,1.4,5850.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
199,C07048,VINFAST,|0200220810|48.60|0.00|2.600|0.000,,STKM13A,48.6,0.0,2.6,563.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
200,C07035,VINFAST,|0200225939|15.90|0.00|2.000|0.000,,STAM290GA,15.9,0.0,2.0,1635.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
201,C07030,HONDA,|0200226010|17.30|0.00|1.400|0.000,K2TA,STAM390G,17.3,0.0,1.4,5295.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
202,C07035,VINFAST,|0200220810|19.10|0.00|2.000|0.000,,STKM13A,19.1,0.0,2.0,5800.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
203,C07027,OTHER,|0200230120|35.00|0.00|1.200|0.000,CMS,STKM11A,35.0,0.0,1.2,5000.0,NBC,Piping(Pre-End),Cold  Rolled Steel ,,False
204,C07048,VINFAST,|0200220139|31.80|0.00|2.000|0.000,,STKM11A,31.8,0.0,2.0,336.8,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
207,C07295,OTHER,|0200230119|22.20|0.00|1.200|0.000,,STKM11A,22.2,0.0,1.2,61.5,NBC,Brushing,Cold  Rolled Steel ,,False
209,C07011,HONDA,|0200226010|22.20|0.00|2.300|0.000,K2TA,STAM390G,22.2,0.0,2.3,6000.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
210,C07029,HONDA,|0200226010|22.20|0.00|1.400|0.000,,STAM390G,22.2,0.0,1.4,5420.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
211,C07031,HONDA,|0200226010|28.60|0.00|3.200|0.000,,STAM390G,28.6,0.0,3.2,6000.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
212,C07005,YAMAHA,|0200226240|22.20|0.00|2.000|0.000,,STKMHT590,22.2,0.0,2.0,5710.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
213,C07001,HONDA,|0200226010|19.10|0.00|1.400|0.000,,STAM390G,19.1,0.0,1.4,5500.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
214,C07032,HONDA,|0200226010|40.00|20.00|1.600|0.000,SP,STAM390G,40.0,20.0,1.6,899.5,IBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
215,C07038,TTVN,|0200230120|19.10|0.00|1.200|0.000,,STKM11A,19.1,0.0,1.2,427.8,NBC,Brushing,Cold  Rolled Steel ,,False
216,C07002,YAMAHA,|0200220139|25.40|0.00|1.600|0.000,,STKM11A,25.4,0.0,1.6,845.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
217,C07032,HONDA,|0200262901|25.40|0.00|1.200|0.000,K1FA,SUS409L,25.4,0.0,1.2,500.0,IBC,Brushing,Cold  Rolled Steel ,,False
218,C07038,TTVN,|0200226640|25.40|0.00|2.300|0.000,,STKM17AM,25.4,0.0,2.3,409.4,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
219,C07001,HONDA,|0200226010|19.10|0.00|1.400|0.000,,STAM390G,19.1,0.0,1.4,5600.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
220,C07002,YAMAHA,|0200220139|76.30|0.00|2.000|0.000,,STKM11A,76.3,0.0,2.0,238.0,IBC,Chamfer,"Pickled and Oiled,Hot rolled steel",,False
221,C07005,YAMAHA,|0200226240|25.40|0.00|1.600|0.000,,STKMHT590,25.4,0.0,1.6,5500.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
222,C07031,HONDA,|0200226010|25.40|0.00|2.000|0.000,,STAM390G,25.4,0.0,2.0,5000.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
223,C07029,HONDA,|0200226010|22.20|0.00|2.000|0.000,,STAM390G,22.2,0.0,2.0,5330.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
224,C07011,HONDA,|0200226010|32.00|32.00|2.300|0.000,,STAM390G,32.0,32.0,2.3,6050.0,NBC,As Cut,"Pickled and Oiled,Hot rolled steel",,False
226,C07295,OTHER,|0200220139|25.40|0.00|1.600|0.000,,STKM11A,25.4,0.0,1.6,1390.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
228,C07048,VINFAST,|0200220139|38.10|0.00|2.000|0.000,,STKM11A,38.1,0.0,2.0,1292.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
229,C07050,VINFAST,|0200220810|34.00|0.00|2.000|0.000,V5 CITY,STKM13A,34.0,0.0,2.0,640.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
230,C07027,OTHER,|0200220139|35.00|0.00|1.500|0.000,CMS,STKM11A,35.0,0.0,1.5,5210.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
231,C07027,OTHER,|0200230120|28.60|0.00|1.200|0.000,CMS,STKM11A,28.6,0.0,1.2,5750.0,IBC,Piping(Pre-End),Cold  Rolled Steel ,,False
232,C07050,VINFAST,|0200220810|38.10|0.00|2.000|0.000,V5 CITY/V5 LITE,STKM13A,38.1,0.0,2.0,1150.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
233,C07048,VINFAST,|0200220139|22.20|0.00|2.000|0.000,,STKM11A,22.2,0.0,2.0,677.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
235,C07295,OTHER,|0200220810|19.10|0.00|1.600|0.000,,STKM13A,19.1,0.0,1.6,300.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
237,C07011,VINFAST,|0200226010|15.90|0.00|2.000|0.000,,STAM390G,15.9,0.0,2.0,5600.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
238,C07029,HONDA,|0200226010|22.20|0.00|2.000|0.000,K2TA,STAM390G,22.2,0.0,2.0,5680.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
239,C07032,HONDA,|0200226010|22.20|0.00|2.000|0.000,K1FA.K1GA -->K2ZA/K3AA,STAM390G,22.2,0.0,2.0,740.5,IBC,Punching,"Pickled and Oiled,Hot rolled steel",,False
240,C07005,YAMAHA,|0200226240|25.40|0.00|2.000|0.000,,STKMHT590,25.4,0.0,2.0,5400.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
241,C07002,YAMAHA,|0200220139|34.00|0.00|3.500|0.000,,STKM11A,34.0,0.0,3.5,45.0,IBC,Chamfer,"Pickled and Oiled,Hot rolled steel",,False
242,C07001,HONDA,|0200226010|19.10|0.00|1.600|0.000,,STAM390G,19.1,0.0,1.6,5000.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
243,C07038,TTVN,|0200220810|38.10|0.00|2.600|0.000,,STKM13A,38.1,0.0,2.6,476.2,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
244,C07038,TTVN,|0200220810|38.10|0.00|2.600|0.000,,STKM13A,38.1,0.0,2.6,687.7,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
245,C07002,YAMAHA,|0200226240|28.60|0.00|1.600|0.000,,STKMHT590,28.6,0.0,1.6,341.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
247,C07005,YAMAHA,|0200226240|25.40|0.00|2.300|0.000,,STKMHT590,25.4,0.0,2.3,5760.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
248,C07032,HONDA,|0200226010|22.20|0.00|2.000|0.000,K2CA,STAM390G,22.2,0.0,2.0,741.0,IBC,Punching,"Pickled and Oiled,Hot rolled steel",,False
249,C07029,HONDA,|0200226010|22.20|0.00|2.000|0.000,,STAM390G,22.2,0.0,2.0,5160.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
250,C07011,HONDA,|0200225939|19.10|0.00|2.600|0.000,,STAM290GA,19.1,0.0,2.6,6000.0,NBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
252,C07295,OTHER,|0200220139|15.90|0.00|1.600|0.000,,STKM11A,15.9,0.0,1.6,402.5,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
253,C07008,YAMAHA,|0200220139|28.60|0.00|2.000|0.000,,STKM11A,28.6,0.0,2.0,219.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
254,C07031,HONDA,|0200226010|28.60|0.00|3.200|0.000,K56,STAM390G,28.6,0.0,3.2,5925.0,IBC,Piping(Pre-End),"Pickled and Oiled,Hot rolled steel",,False
255,C07048,VINFAST,|0200226339|40.00|20.00|2.300|0.000,,STKMRR290,40.0,20.0,2.3,426.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
256,C07050,VINFAST,|0200220810|34.00|0.00|2.000|0.000,V5 LITE,STKM13A,34.0,0.0,2.0,780.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
257,C07027,OTHER,|0200230120|28.60|0.00|1.200|0.000,CMS,STKM11A,28.6,0.0,1.2,5510.0,IBC,Piping(Pre-End),Cold  Rolled Steel ,,False
258,C07027,OTHER,|0200230120|28.60|0.00|1.200|0.000,CMS,STKM11A,28.6,0.0,1.2,5650.0,IBC,Piping(Pre-End),Cold  Rolled Steel ,,False
259,C07050,VINFAST,|0200220810|48.60|0.00|2.600|0.000,V5 CITY/V5 LITE/VF,STKM13A,48.6,0.0,2.6,550.0,NBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
260,C07048,VINFAST,|0200230120|22.20|0.00|1.200|0.000,,STKM11A,22.2,0.0,1.2,845.0,NBC,Brushing,Cold  Rolled Steel ,,False
261,C07008,VINFAST,|0200220810|48.60|0.00|2.600|0.000,"V5 CITY, V5 LIFE",STKM13A,48.6,0.0,2.6,805.0,IBC,Brushing,"Pickled and Oiled,Hot rolled steel",,False
