CUSTOMER_CODE,ITEM_CODE,GROUP_CODE,GROUP_NAME,DIAMETER1,DIAMETER2,THICKNESS,LENGTH,BeatCut,TotalLast_StockOut,TotalStockOut,HisStockOut,StockOut,TotalCurrentStock,TotalPln,PlnQty,future_Stock,ikey
C07030,|0200226010|17.30|0.00|1.400|0.000,60,STAM390G,17.3,0.0,1.4,5295.0,NBC,1208.0,1185.0,1208.0,1185.0,1263.0,,,1263.0,60xSTAM390Gx17.3x0x1.4x5295
C07001,|0200226010|17.30|0.00|1.400|0.000,60,STAM390G,17.3,0.0,1.4,5300.0,NBC,217.0,217.0,217.0,217.0,217.0,,,217.0,60xSTAM390Gx17.3x0x1.4x5300
C07031,|0200226010|17.30|0.00|1.600|0.000,60,STAM390G,17.3,0.0,1.6,5580.0,NBC,1521.0,1183.0,1521.0,1183.0,1549.0,,,1549.0,60xSTAM390Gx17.3x0x1.6x5580
,|0200226010|17.30|0.00|1.600|0.000,60,STAM390G,17.3,0.0,1.6,5600.0,NBC,,,,,323.0,,,323.0,60xSTAM390Gx17.3x0x1.6x5600
C07001,|0200236041|19.10|0.00|1.200|0.000,60,STAM390G,19.1,0.0,1.2,5200.0,NBC,542.0,542.0,542.0,542.0,542.0,,,542.0,60xSTAM390Gx19.1x0x1.2x5200
C07031,|0200236041|19.10|0.00|1.200|0.000,60,STAM390G,19.1,0.0,1.2,5510.0,NBC,4774.0,3472.0,4774.0,3472.0,4819.0,651.0,651.0,4168.0,60xSTAM390Gx19.1x0x1.2x5510
C07029,|0200226010|19.10|0.00|1.400|0.000,60,STAM390G,19.1,0.0,1.4,5100.0,NBC,1402.0,868.0,1402.0,868.0,2170.0,434.0,434.0,1736.0,60xSTAM390Gx19.1x0x1.4x5100
,|0200226010|19.10|0.00|1.400|0.000,60,STAM390G,19.1,0.0,1.4,5500.0,NBC,,,,,217.0,,,217.0,60xSTAM390Gx19.1x0x1.4x5500
C07031,|0200226010|19.10|0.00|1.400|0.000,60,STAM390G,19.1,0.0,1.4,5550.0,NBC,1859.0,1352.0,1859.0,1352.0,2130.0,338.0,338.0,1792.0,60xSTAM390Gx19.1x0x1.4x5550
C07031,|0200226010|19.10|0.00|1.400|0.000,60,STAM390G,19.1,0.0,1.4,5570.0,NBC,1352.0,845.0,1352.0,845.0,1521.0,338.0,338.0,1183.0,60xSTAM390Gx19.1x0x1.4x5570
,|0200226010|19.10|0.00|1.400|0.000,60,STAM390G,19.1,0.0,1.4,5820.0,NBC,,,,,661.0,,,661.0,60xSTAM390Gx19.1x0x1.4x5820
C07002,|0200226010|19.10|0.00|1.600|0.000,60,STAM390G,19.1,0.0,1.6,143.0,NBC,3598.0,7753.0,3598.0,7753.0,8718.0,1972.0,1972.0,6746.0,60xSTAM390Gx19.1x0x1.6x143
