ID,ItemNo,CUSTOMER_CODE,CUSTOMER_GROUP,ITEM_CODE,DLV_PLACE,Model,PartNo,PartName,MaterialCode,MaterialName,SURFACE_CODE,COLOR_CODE,LENGTH,PROCESSING_CODE,SpecialReq,Commodity,SymbolItem,QualityInf,Other,Rate,HideInCUS030,ReqForDLV,ModifyDate,QRCodeInfo1,QRCodeCus,ApplyDate_QRCode,INV_DV,LockItem,INPUT_DATE,INPUT_PERSON,MODIFY_DATE,MODIFY_PERSON,DIAMETER1,DIAMETER2,THICKNESS,SurfaceName,ColorName,ProcessName,Size,QUANTITY,TOLERANCE,isUsed
250,2,C07031,HONDA,|0200226010|19.10|0.00|1.600|0.000,ANH TRANG,,,,60,STAM390G,03,00,5800.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:10,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 1.6,169.0,-0.0 mm*+15.0 mm,0
233,2,C07005,YAMAHA,|0200230119|22.20|0.00|1.200|0.000,SHVN,,,,01,STKM11A,01,01,5670.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 10:17:23,id12,2023-10-27 14:43:48,id02,22.2,0.0,1.2,Cold  Rolled Steel ,IBC,Piping(Pre-End),22.2 x 1.2,169.0,+1.0 mm*+15.0 mm,0
40,2,C07038,TTVN,|0200220139|22.20|0.00|1.800|0.000,TBHN,,72422-X1B03,CH-169,01,STKM11A,03,00,428.9,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,E8|CH-169|72422-X1B03,E8|CH-169|72422-X1B03|50||Vietnam|Common|||pcs||LCL|SUNSCO|null|1|null|null|null|VN|,2022-08-15,,False,2020-12-01 00:00:00,7777,2023-08-02 11:05:41,id02,22.2,0.0,1.8,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,22.2 x 1.8,50.0,+0.5 mm*-0.5 mm,0
41,2,C07046,HONDA,|0200220810|50.00|20.00|1.600|0.000,,,75651-T9A -T000-020R,"BEAM, REAR MATERIAL",08,STKM13A,03,01,918.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,"E8|BEAM, REAR MATERIAL|75651-T9A -T000-020R",,,,False,2020-12-01 00:00:00,7777,2023-10-09 15:22:46,id12,50.0,20.0,1.6,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,50 x 20 x 1.6,300.0,+0.5 mm*-0.5 mm,0
2,2,C07001,HONDA,|0200220139|31.80|0.00|2.600|0.000, NL03 ,,,,01,STKM11A,03,01,5600.0,08,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-30 09:31:11,ID02,31.8,0.0,2.6,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),31.8 x 2.6,91.0,+1.0 mm*+15 mm,0
44,2,C07295,OTHER,|0200220810|19.10|0.00|1.600|0.000,,,,,08,STKM13A,03,00,100.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-10-31 13:42:07,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 1.6,0.0,,0
45,2,C07002,YAMAHA,|0200226339|40.00|20.00|2.300|0.000, PS1 ,,1DB-F1185-00-000Y, SEAT RAIL 2 ,63,STKMRR290,03,00,1055.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:30,id02,40.0,20.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,40 x 20 x 2.3,0.0,,0
46,3,C07032,HONDA,|0200262901|22.20|0.00|1.200|0.000,GTA,K12,K12J0-018-52,PIPE EXHAUST,29,SUS409L,01,01,449.6,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-12-18 09:23:09,id02,22.2,0.0,1.2,Cold  Rolled Steel ,IBC,Brushing,22.2 x 1.2,500.0,-0.5mm*+0.5mm,0
47,3,C07038,TTVN,|0200220139|12.70|0.00|2.000|0.000,TBHN,,72422-X1C00,CH-170,01,STKM11A,03,00,396.3,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,E8|CH-170|72422-X1C00,E8|CH-170|72422-X1C00|100||Vietnam|Common|||pcs||LCL|SUNSCO|null|1|null|null|null|VN|,2022-08-15,,False,2020-12-01 00:00:00,7777,2023-08-02 11:05:41,id02,12.7,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,12.7 x 2.0,500.0,-0.6mm*+0.0mm,0
48,3,C07046,HONDA,|0200230120|28.60|0.00|1.200|0.000,,,61313-T00 -P000-020R,"FRAME, DR CTR LWR _ Material",01,STKM11A,01,01,410.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,"E8|FRAME, DR CTR LWR _ Material|61313-T00 -P000-020R",,,,False,2020-12-01 00:00:00,7777,2023-10-09 15:22:46,id12,28.6,0.0,1.2,Cold  Rolled Steel ,IBC,Brushing,28.6 x 1.2,500.0,+0.5 mm*-0.5 mm,0
49,3,C07002,YAMAHA,|0200226339|40.00|20.00|2.300|0.000, PS1 ,,1DB-F1195-00-000Y, SEAT RAIL 1 ,63,STKMRR290,03,00,1064.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:30,id02,40.0,20.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,40 x 20 x 2.3,0.0,,0
3,3,C07001,HONDA,|0200220600|15.00|10.30|2.350|0.000, NLX5 ,,,,06,STKM12C,03,01,5500.0,08,,,E-C,,,0.0,True,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-30 09:31:11,ID02,15.0,10.3,2.35,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),15 x 10.3 x 2.35,0.0,,0
234,3,C07005,YAMAHA,|0200230119|22.20|0.00|1.200|0.000,SHVN,,,,01,STKM11A,01,01,5800.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 10:17:23,id12,2023-10-27 14:43:48,id02,22.2,0.0,1.2,Cold  Rolled Steel ,IBC,Piping(Pre-End),22.2 x 1.2,169.0,+1.0 mm*+15.0 mm,0
251,3,C07031,HONDA,|0200226010|15.90|0.00|2.000|0.000,ANH TRANG,K56,,,60,STAM390G,03,00,5500.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,E8||,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:10,id02,15.9,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),15.9 x 2.0,217.0,-0.0 mm*+15.0 mm,0
279,3,C07011,HONDA,|0200226010|15.90|0.00|2.000|0.000,NM 3,,,,60,STAM390G,03,00,5950.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:19:21,id12,2023-10-31 13:42:55,id02,15.9,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),15.9 x 2.0,0.0,,0
286,3,C07025,,|0200226010|22.20|0.00|2.300|0.000,,,,,60,STAM390G,03,00,5500.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:26:21,id12,2023-04-12 08:38:20,id02,22.2,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),22.2 x 2.3,169.0,-0.0 mm*+15.0mm,0
301,3,C07030,HONDA,|0200262901|25.40|0.00|1.200|0.000,TNK,K12,,,29,SUS409L,01,01,5800.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 13:04:18,id12,2023-07-24 09:17:04,id02,25.4,0.0,1.2,Cold  Rolled Steel ,IBC,Piping(Pre-End),25.4 x 1.2,61.0,+0.0 mm*+15.0 mm,0
304,3,C07029,HONDA,|0200226010|17.30|0.00|1.400|0.000,INT,,,,60,STAM390G,03,00,6000.0,08,,,E-G,,,0.0,True,,2021-01-13 00:00:00,,,,,False,2021-01-13 08:38:50,id12,2023-11-03 08:49:45,id02,17.3,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),17.3 x 1.4,0.0,,0
449,3,C07008,HONDA,|0200226010|31.80|0.00|2.600|0.000,,,,,60,STAM390G,03,00,206.4,05,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 14:16:44,id12,2023-02-03 10:35:17,id02,31.8,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,31.8 x 2.6,0.0,,0
476,3,C07027,HONDA,|0200230120|28.60|0.00|1.200|0.000,,,,,01,STKM11A,01,00,5610.0,08,,,E-G,,,0.0,True,,2021-02-27 00:00:00,,,,,False,2021-02-27 15:34:57,id12,2023-06-30 13:45:17,id02,28.6,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),28.6 x 1.2,127.0,+15.0 mm*-0.0 mm,0
522,3,C07042,HONDA,|0200225926|48.60|0.00|3.500|0.000,MFVN,K56R,,,59,STAM290GA,03,01,5300.0,08,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 17:01:48,id12,2023-06-07 15:35:25,ID02,48.6,0.0,3.5,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),48.6 x 3.5,37.0,- 0.0 mm* +15 mm,0
506,3,C07033,HONDA,|0200262901|25.40|0.00|1.200|0.000,MFVN,,,,29,SUS409L,01,01,165.0,08,,,E-G,,,0.0,True,,2021-02-27 00:00:00,,,,,False,2021-02-27 16:31:11,id12,2021-11-25 09:34:51,id02,25.4,0.0,1.2,Cold  Rolled Steel ,IBC,Piping(Pre-End),25.4 x 1.2,0.0,,0
532,3,C07048,VINFAST,|0200226339|40.00|20.00|2.300|0.000,,,,,63,STKMRR290,03,00,450.0,05,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 17:14:38,id12,2022-07-07 08:37:09,id02,40.0,20.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,40 x 20 x 2.3,100.0,+0.5 mm*-0.5mm,0
525,3,C07045,HONDA,|0200226010|25.40|0.00|3.200|0.000,ANH TRANG,,,,60,STAM390G,03,00,5500.0,08,,,E-G,,,0.0,True,CHU Y,2021-02-27 00:00:00,,,,,False,2021-02-27 17:05:53,id12,2023-05-11 10:02:36,id02,25.4,0.0,3.2,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),25.4 x 3.2,91.0,+15.0 mm*-0.0 mm,0
538,3,C07295,OTHER,|0200226339|50.00|30.00|1.600|0.000,,,,,63,STKMRR290,03,00,737.0,05,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 17:28:38,id12,2023-10-31 13:42:07,id02,50.0,30.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,50 x 30 x 1.6,0.0,,0
629,3,C07050,VINFAST,|0200220139|38.10|0.00|2.000|0.000,VINFAST,VK2021,,,01,STKM11A,03,00,1292.0,05,,,E-G,,,0.0,True,,2021-04-15 00:00:00,,,,,False,2021-04-15 16:05:29,id02,2023-10-17 11:59:09,id02,38.1,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,38.1 x 2.0,200.0,+0.7 mm*-0.7 mm,0
720,3,C07037,HONDA,|0200225939|19.10|0.00|2.300|0.000,EMTC,KWW,"50530-KWW-6403-XA
",Pipe,59,STAM290GA,03,00,6000.0,08,,,E-G,,,0.0,False,,2022-03-05 00:00:00,"E8|Pipe|50530-KWW-6403-XA
",,,,False,2022-03-05 08:40:22,id02,2023-05-11 10:04:51,id02,19.1,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 2.3,169.0,-0.0 mm*+15.0 mm,0
722,3,C07035,VINFAST,|0200220810|34.00|0.00|2.600|0.000,,,,,08,STKM13A,03,01,5850.0,08,,,E-G,,,0.0,False,,2022-04-20 00:00:00,E8||,,,,False,2022-04-20 15:47:59,id02,2023-10-19 09:24:13,id02,34.0,0.0,2.6,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),34 x 2.6,91.0,+15 mm*- 0.0mm,0
738,3,C07049,VINFAST,|0200226010|17.30|0.00|2.000|0.000,LAM SON,,,,60,STAM390G,03,00,5500.0,08,,,E-G,,,0.0,False,,2022-05-13 00:00:00,E8||,,,,False,2022-05-13 14:18:21,id02,2022-09-20 10:45:55,id02,17.3,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),17.3 x 2.0,217.0,+1.0 mm*+15.0 mm,0
879,3,C07056,HONDA,|0200225939|19.10|0.00|2.300|0.000,NGUYEN LINH,,,,59,STAM290GA,03,00,5500.0,08,,,E-G,,,0.0,False,,2023-09-18 00:00:00,E8||,,,,False,2023-09-18 08:44:40,id02,2023-09-22 13:35:10,id02,19.1,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 2.3,169.0,-0.0 mm*+15.0 mm,0
723,4,C07035,VINFAST,|0200226010|19.10|0.00|2.000|0.000,,,,,60,STAM390G,03,00,82.0,05,,,E-G,,,0.0,False,,2022-04-20 00:00:00,E8||,,,,False,2022-04-20 15:47:59,id02,2023-10-19 09:24:13,id02,19.1,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 2.0,0.0,,0
740,4,C07049,VINFAST,|0200226010|19.10|0.00|2.000|0.000,LAM SON,,,,60,STAM390G,03,00,5800.0,08,,,E-G,,,0.0,False,,2022-05-30 00:00:00,E8||,,,,False,2022-05-30 10:59:26,id02,2022-09-20 10:45:55,id02,19.1,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 2.0,169.0,-0.0 mm*+15.0 mm,0
750,4,C07042,VINFAST,|0200220126|42.70|0.00|3.500|0.000,MFVN,,,,01,STKM11A,03,01,286.0,06,,,E-G,,,0.0,False,,2022-06-27 00:00:00,E8||,,,,False,2022-06-27 16:38:38,id02,2023-06-07 15:35:25,ID02,42.7,0.0,3.5,"Pickled and Oiled,Hot rolled steel",IBC,Chamfer,42.7 x 3.5,50.0,+0.6mm*-0.0mm,0
751,4,C07045,HONDA,|0200226010|25.40|0.00|3.200|0.000,ANH TRANG,,,,60,STAM390G,03,00,4850.0,08,,,E-G,,,0.0,True,,2022-06-29 00:00:00,E8||,,,,False,2022-06-29 13:43:22,id02,2023-05-11 10:02:36,id02,25.4,0.0,3.2,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),25.4 x 3.2,0.0,,0
630,4,C07050,VINFAST,|0200220139|22.20|0.00|2.000|0.000,VINFAST,VF,5300008450 STKM11A_T2.0_ODØ22.2_L633,TUB00000058,01,STKM11A,03,00,633.0,05,,,E-G,,,0.0,False,,2021-04-15 00:00:00,E8|TUB00000058|5300008450 STKM11A_T2.0_ODØ22.2_L633,,,,False,2021-04-15 16:05:29,id02,2023-10-17 11:59:09,id02,22.2,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,22.2 x 2.0,500.0,-0.5 mm*+0.5 mm,0
565,4,C07002,YAMAHA,|0200220810|38.10|0.00|2.300|0.000,,,1DR-F1123-00-000Y,BACK STAY LH,08,STKM13A,03,00,1225.0,05,,,E-G,,,0.0,False,,2021-03-10 00:00:00,,,,,False,2021-03-10 15:16:36,id02,2023-11-14 16:27:30,id02,38.1,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,38.1 x 2.3,100.0,+ 0.5 mm*- 0.5 mm,0
539,4,C07295,OTHER,|0200226339|50.00|30.00|1.600|0.000,,,,,63,STKMRR290,03,00,587.0,05,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 17:28:38,id12,2023-10-31 13:42:07,id02,50.0,30.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,50 x 30 x 1.6,2300.0,+0.5 mm*-0.5 mm,0
526,4,C07046,HONDA,|0200262901|25.40|0.00|1.200|0.000,,,,,29,SUS409L,01,01,115.0,06,,,E-G,,,0.0,True,,2021-02-27 00:00:00,,,,,False,2021-02-27 17:08:35,id12,2023-10-09 15:22:47,id12,25.4,0.0,1.2,Cold  Rolled Steel ,IBC,Chamfer,25.4 x 1.2,100.0,+ 0.5 mm*- 0.5 mm,0
533,4,C07048,VINFAST,|0200220139|28.60|0.00|2.000|0.000,,,,,01,STKM11A,03,00,130.0,05,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 17:14:38,id12,2022-07-07 08:37:10,id02,28.6,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.0,0.0,,0
507,4,C07033,HONDA,|0200262901|22.20|0.00|1.200|0.000,MFVN,,,,29,SUS409L,01,01,170.0,08,,,E-G,,,0.0,True,,2021-02-27 00:00:00,,,,,False,2021-02-27 16:31:11,id12,2021-11-25 09:34:51,id02,22.2,0.0,1.2,Cold  Rolled Steel ,IBC,Piping(Pre-End),22.2 x 1.2,0.0,,0
477,4,C07027,OTHER,|0200262901|28.60|0.00|1.000|0.000,,CMS,,,29,SUS409L,01,00,5500.0,08,,,E-G,,,0.0,True,,2021-02-27 00:00:00,,,,,False,2021-02-27 15:34:57,id12,2023-06-30 13:45:17,id02,28.6,0.0,1.0,Cold  Rolled Steel ,NBC,Piping(Pre-End),28.6 x 1.0,61.0,+1.0 mm*+15.0 mm,0
450,4,C07008,HONDA,|0200225926|48.60|0.00|3.500|0.000,,,,,59,STAM290GA,03,00,207.0,05,,,E-G,,,0.0,True,,2021-02-27 00:00:00,,,,,False,2021-02-27 14:16:44,id12,2023-02-03 10:35:17,id02,48.6,0.0,3.5,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,48.6 x 3.5,0.0,,0
305,4,C07029,HONDA,|0200226010|19.10|0.00|1.600|0.000,INT,,,,60,STAM390G,03,00,5860.0,08,,,E-G,,,0.0,False,,2021-01-13 00:00:00,E8||,,,,False,2021-01-13 08:38:50,id12,2023-11-03 08:49:45,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 1.6,217.0,-0.0 mm*+15.0 mm,0
292,4,C07032,HONDA,|0200226010|22.20|0.00|2.000|0.000,GTA,SP,K27V0-053-55,PIPE HANDLE,60,STAM390G,03,01,737.0,07,,,E-G,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:39:26,id12,2023-12-18 09:23:09,id02,22.2,0.0,2.0,"Pickled and Oiled,Hot rolled steel",IBC,Punching,22.2 x 2.0,500.0,Ø8(+2.0/+0.0),0
358,4,C07030,HONDA,|0200226010|19.10|0.00|1.600|0.000,TNK,K2TA,50131-K2TA-V003-H1,PIPE FR UPPER CROSS,60,STAM390G,03,00,5800.0,08,,,E-G,,,0.0,False,,2021-01-21 00:00:00,,,,,False,2021-01-21 09:09:44,id06,2023-07-24 09:17:04,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 1.6,169.0,-0.0 mm*+15.0 mm,0
287,4,C07025,,|0200226010|25.40|0.00|3.200|0.000,,,,,60,STAM390G,03,00,5600.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:26:21,id12,2023-04-12 08:38:20,id02,25.4,0.0,3.2,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),25.4 x 3.2,91.0,+15.0 mm*-0.0 mm,0
280,4,C07011,HONDA,|0200226010|32.00|32.00|2.300|0.000,NM 1,,,,60,STAM390G,03,00,6000.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:19:21,id12,2023-10-31 13:42:55,id02,32.0,32.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),32 x 32 x 2.3,120.0,+15 mm*-0.0 mm,0
252,4,C07031,HONDA,|0200225900|21.70|16.50|2.600|0.000,ANH TRANG,K56,,,59,STAM290GA,03,01,5400.0,08,,,E-C,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:10,id02,21.7,16.5,2.6,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),21.7 x 16.5 x 2.6,169.0,+15.0mm*-0.0 mm,0
235,4,C07005,YAMAHA,|0200220139|22.20|0.00|2.300|0.000,SHVN,,,,01,STKM11A,03,00,5800.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 10:17:23,id12,2023-10-27 14:43:48,id02,22.2,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),22.2 x 2.3,169.0,+1.0 mm*+15.0 mm,0
4,4,C07001,HONDA,|0200220600|15.00|10.30|2.350|0.000, NL03 ,,,,06,STKM12C,03,01,5600.0,08,,,E-C,,,0.0,True,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-30 09:31:11,ID02,15.0,10.3,2.35,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),15 x 10.3 x 2.35,217.0,+15.0 mm*-0.0 mm,0
50,4,C07038,TTVN,|0200230119|25.40|0.00|1.200|0.000,TBHN,,72422-X1C02,CH-171,01,STKM11A,01,00,467.4,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,E8|CH-171|72422-X1C02,E8|CH-171|72422-X1C02|50||Vietnam|Common|||pcs||LCL|SUNSCO|null|1|null|null|null|VN|,2022-08-15,,False,2020-12-01 00:00:00,7777,2023-08-02 11:05:41,id02,25.4,0.0,1.2,Cold  Rolled Steel ,NBC,Brushing,25.4 x 1.2,50.0,+0.5 mm*-0.5 mm,0
51,4,C07046,HONDA,|0200230120|28.60|0.00|1.200|0.000,,,,,01,STKM11A,03,01,410.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,*,False,2020-12-01 00:00:00,7777,2023-10-09 15:22:46,id12,28.6,0.0,1.2,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,28.6 x 1.2,500.0,+0.5 mm*-0.5 mm,0
52,5,C07032,HONDA,|0200262901|22.20|0.00|1.200|0.000,GTA,K12,K1290-018-52,PIPE EXHAUST,29,SUS409L,01,01,435.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-12-18 09:23:09,id02,22.2,0.0,1.2,Cold  Rolled Steel ,IBC,Brushing,22.2 x 1.2,0.0,,0
53,5,C07038,TTVN,|0200220139|25.40|0.00|1.800|0.000,TBHN,,72423-X1B00,CH-172,01,STKM11A,03,00,469.4,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,E8|CH-172|72423-X1B00,E8|CH-172|72423-X1B00|50||Vietnam|Common|||pcs||LCL|SUNSCO|null|1|null|null|null|VN|,2022-08-15,,False,2020-12-01 00:00:00,7777,2023-08-02 11:05:41,id02,25.4,0.0,1.8,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.8,0.0,,0
5,5,C07001,HONDA,|0200225900|15.00|10.30|2.350|0.000, NLX5 ,,,,59,STAM290GA,03,01,5700.0,08,,,E-C,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-30 09:31:11,ID02,15.0,10.3,2.35,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),15 x 10.3 x 2.35,217.0,+15.0 mm*-0.0 mm,0
236,5,C07005,YAMAHA,|0200230120|28.60|0.00|1.200|0.000,SHVN,,,,01,STKM11A,01,01,5300.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,,,,,False,2021-01-12 10:17:23,id12,2023-10-27 14:43:48,id02,28.6,0.0,1.2,Cold  Rolled Steel ,IBC,Piping(Pre-End),28.6 x 1.2,127.0,+15.0 mm*-0.0 mm,0
253,5,C07031,HONDA,|0200226010|19.10|0.00|1.400|0.000,VIET TRI,,,,60,STAM390G,03,00,5550.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,E8||,,,,False,2021-01-12 11:04:50,id12,2023-11-20 14:58:10,id02,19.1,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 1.4,169.0,- 0.0 mm*+15.0 mm,0
281,5,C07011,HONDA,|0200226010|48.60|0.00|3.500|0.000,NM 3,K2CA/K2CF/K1NA/K1NF/K2TA/K2ZA,,,60,STAM390G,03,01,5880.0,08,,,E-G,,,0.0,False,,2021-01-12 00:00:00,E8||,,,,False,2021-01-12 11:19:22,id12,2023-10-31 13:42:55,id02,48.6,0.0,3.5,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),48.6 x 3.5,61.0,- 0.0 mm*+ 15 mm,0
288,5,C07025,,|0200226010|28.60|0.00|3.200|0.000,,,,,60,STAM390G,03,01,6000.0,08,,,E-G,,,0.0,True,,2021-01-12 00:00:00,,,,,False,2021-01-12 11:26:21,id12,2023-04-12 08:38:20,id02,28.6,0.0,3.2,"Pickled and Oiled,Hot rolled steel",IBC,Piping(Pre-End),28.6 x 3.2,61.0,-0.0 mm*+15.0 mm,0
359,5,C07030,HONDA,|0200226010|17.30|0.00|1.400|0.000,TNK,K2TA,50132-K2TA-V001-H1,PIPE FR LOWER CROSS,60,STAM390G,03,00,5550.0,08,,,E-G,,,0.0,False,,2021-01-21 00:00:00,,,,,False,2021-01-21 09:09:44,id06,2023-07-24 09:17:04,id02,17.3,0.0,1.4,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),17.3 x 1.4,217.0,-0.0 mm*+15.0 mm,0
306,5,C07029,HONDA,|0200226010|19.10|0.00|1.600|0.000,INT,,,,60,STAM390G,03,00,5460.0,08,,,E-G,,,0.0,False,,2021-01-13 00:00:00,E8||,,,,False,2021-01-13 08:38:50,id12,2023-11-03 08:49:45,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Piping(Pre-End),19.1 x 1.6,217.0,-0.0 mm*+15.0 mm,0
451,5,C07008,HONDA,|0200226010|54.00|20.00|2.000|0.000,,,,,60,STAM390G,03,00,565.0,05,,,E-G,,,0.0,False,,2021-02-27 00:00:00,,,,,False,2021-02-27 14:16:44,id12,2023-02-03 10:35:18,id02,54.0,20.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,54 x 20 x 2.0,250.0,+0.5 mm*-0.5 mm,0
478,5,C07027,OTHER,|0200262901|38.10|0.00|1.200|0.000,,CMS,,,29,SUS409L,01,00,5500.0,08,,,E-G,,,0.0,True,,2021-02-27 00:00:00,,,,,False,2021-02-27 15:34:57,id12,2023-06-30 13:45:17,id02,38.1,0.0,1.2,Cold  Rolled Steel ,NBC,Piping(Pre-End),38.1 x 1.2,61.0,+0.0 mm*+15.0 mm,0
534,5,C07048,VINFAST,|0200226010|28.60|0.00|3.200|0.000,,,,,60,STAM390G,03,00,306.5,05,,,E-G,,,0.0,False,,2021-02-27 00:00:00,E8||,,,,False,2021-02-27 17:14:38,id12,2022-07-07 08:37:10,id02,28.6,0.0,3.2,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 3.2,500.0,+0.5 mm*-0.5 mm,0
