ParentItemCode,ParentThickness2,ParentLength,ChildItemCode,ChildThickness2,ChildLength,ParentQty,ProcessCode,Main_Material
|0200230120|28.60|0.00|1.200|0.000,0.0,5610.0,|0101030100|0.00|0.00|0.000|89.000,1.2,0.0,1.0,CO,
|0200226010|31.80|0.00|1.400|0.000,0.0,5122.0,|0101021700|0.00|0.00|0.000|99.000,1.4,0.0,1.0,CO,
|0200220810|38.10|0.00|2.300|0.000,0.0,426.0,|0200220810|38.10|0.00|2.300|0.000,0.0,6486.0,15.0,CM,
|0200220600|23.00|12.40|5.300|0.000,0.0,80.0,|0200220600|23.00|12.40|5.300|0.000,0.0,3600.0,50.0,TO,
|0200226240|25.40|0.00|2.300|0.000,0.0,440.0,|0200226240|25.40|0.00|2.300|0.000,0.0,5831.0,13.0,CM,
|0200236041|17.30|0.00|1.200|0.000,0.0,5400.0,|0101031000|0.00|0.00|0.000|54.000,1.2,0.0,1.0,CO,
|0200226010|32.00|32.00|2.300|0.000,0.0,6050.0,|0101021700|0.00|0.00|0.000|124.000,2.3,0.0,1.0,CO,
|0200226010|31.80|0.00|2.600|0.000,0.0,5890.0,|0101021700|0.00|0.00|0.000|97.000,2.6,0.0,1.0,CO,
|0200226010|31.80|0.00|2.600|0.000,0.0,5600.0,|0101021700|0.00|0.00|0.000|97.000,2.6,0.0,1.0,CO,
|0200230120|15.90|0.00|1.200|0.000,0.0,286.0,|0200230120|15.90|0.00|1.200|0.000,0.0,5591.0,19.0,CT,
|0200230120|15.90|0.00|1.200|0.000,0.0,260.0,|0200230120|15.90|0.00|1.200|0.000,0.0,5591.0,20.0,CT,
|0200226339|40.00|25.00|1.600|0.000,0.0,6450.0,|0101022000|0.00|0.00|0.000|115.500,1.6,0.0,1.0,CO,
|0200226010|40.00|20.00|1.600|0.000,0.0,6378.0,|0101021700|0.00|0.00|0.000|115.500,1.6,0.0,1.0,CO,
|0200226010|40.00|20.00|1.600|0.000,0.0,899.5,|0200226010|40.00|20.00|1.600|0.000,0.0,6378.0,7.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,520.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6336.0,12.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,450.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6101.0,13.0,CM,
|0200226240|28.60|0.00|2.600|0.000,0.0,450.0,|0200226240|28.60|0.00|2.600|0.000,0.0,6059.0,13.0,CM,
|0200226010|19.10|0.00|1.600|0.000,0.0,5680.0,|0101021700|0.00|0.00|0.000|58.000,1.6,0.0,1.0,CO,
|0200230120|15.90|0.00|1.200|0.000,0.0,254.0,|0200230120|15.90|0.00|1.200|0.000,0.0,5591.0,21.0,CT,
|0200230120|15.90|0.00|1.200|0.000,0.0,274.0,|0200230120|15.90|0.00|1.200|0.000,0.0,5591.0,19.0,CT,
|0200230841|19.10|0.00|1.200|0.000,0.0,1054.0,|0200230841|19.10|0.00|1.200|0.000,0.0,5353.0,5.0,CM,
|0200226117|19.10|0.00|2.000|0.000,0.0,275.0,|0200226117|19.10|0.00|2.000|0.000,0.0,5771.0,20.0,CT,
|0101021700|0.00|0.00|0.000|136.000,1.6,0.0,"|0101021700|0.00|0.00|0.000|1,160.000",1.5,0.0,1.0,PS,1
|0200226240|31.80|0.00|3.200|0.000,0.0,469.0,|0200226240|31.80|0.00|3.200|0.000,0.0,5851.0,12.0,CT,
|0200226240|31.80|0.00|3.200|0.000,0.0,481.0,|0200226240|31.80|0.00|3.200|0.000,0.0,5851.0,12.0,CT,
|0200220810|50.00|20.00|1.600|0.000,0.0,5593.0,|0101021700|0.00|0.00|0.000|136.000,1.6,0.0,1.0,CO,
|0200220810|50.00|20.00|1.600|0.000,0.0,918.0,|0200220810|50.00|20.00|1.600|0.000,0.0,5593.0,6.0,CM,
|0200226010|38.10|0.00|3.200|0.000,0.0,84.5,|0200226010|38.10|0.00|3.200|0.000,0.0,5979.0,67.0,CT,
|0200220139|15.90|0.00|1.600|0.000,0.0,402.5,|0200220139|15.90|0.00|1.600|0.000,0.0,5503.0,14.0,CM,
|0200220139|15.90|0.00|1.600|0.000,0.0,903.0,|0200220139|15.90|0.00|1.600|0.000,0.0,5503.0,6.0,CM,
|0200220139|15.90|0.00|1.600|0.000,0.0,402.5,|0200220139|15.90|0.00|1.600|0.000,0.0,5503.0,14.0,CT,
|0200220139|15.90|0.00|1.600|0.000,0.0,5503.0,|0101022000|0.00|0.00|0.000|48.500,1.6,0.0,1.0,CO,
|0200226010|42.70|0.00|1.600|0.000,0.0,1020.0,|0200226010|42.70|0.00|1.600|0.000,0.0,6175.0,6.0,CM,
|0200226010|42.70|0.00|1.600|0.000,0.0,6175.0,|0101021700|0.00|0.00|0.000|132.000,1.6,0.0,1.0,CO,
|0200226010|42.70|0.00|1.600|0.000,0.0,5811.0,|0101021700|0.00|0.00|0.000|132.000,1.6,0.0,1.0,CO,
|0200226010|17.30|0.00|1.400|0.000,0.0,5300.0,|0101021700|0.00|0.00|0.000|53.500,1.4,0.0,1.0,CO,
|0200226010|22.20|0.00|2.900|0.000,0.0,5800.0,|0101021700|0.00|0.00|0.000|65.000,2.9,0.0,1.0,CO,
|0200226010|48.60|0.00|2.600|0.000,0.0,5100.0,|0101021700|0.00|0.00|0.000|148.500,2.6,0.0,1.0,CO,
|0200226010|42.70|0.00|3.200|0.000,0.0,5500.0,|0101021700|0.00|0.00|0.000|129.000,3.2,0.0,1.0,CO,
|0101021700|0.00|0.00|0.000|129.000,3.2,0.0,"|0101021700|0.00|0.00|0.000|1,030.000",3.05,0.0,1.0,PS,1
|0200220139|22.20|0.00|1.600|0.000,0.0,1374.0,|0200220139|22.20|0.00|1.600|0.000,0.0,6000.0,4.0,CM,
|0200226240|22.20|0.00|2.000|0.000,0.0,296.0,|0200226240|22.20|0.00|2.000|0.000,0.0,6229.0,20.0,CT,
|0200226240|28.60|0.00|2.600|0.000,0.0,230.0,|0200226240|28.60|0.00|2.600|0.000,0.0,6059.0,25.0,CT,
|0101030100|0.00|0.00|0.000|722.000,1.0,0.0,|0101030100|0.00|0.00|0.000|960.000,1.0,0.0,1.0,PS,1
|0101022500|0.00|0.00|0.000|85.000,2.6,0.0,|0101022500|0.00|0.00|0.000|850.000,2.5,0.0,1.0,PS,1
|0101021700|0.00|0.00|0.000|68.000,1.4,0.0,"|0101021700|0.00|0.00|0.000|1,000.000",1.35,0.0,1.0,PS,1
|0200226010|22.20|0.00|1.400|0.000,0.0,6000.0,|0101021700|0.00|0.00|0.000|68.000,1.4,0.0,1.0,CO,
|0200220914|22.20|0.00|1.600|0.000,0.0,6109.0,|0101021400|0.00|0.00|0.000|67.500,1.6,0.0,1.0,CO,
|0200226240|35.00|0.00|2.600|0.000,0.0,463.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6101.0,13.0,CM,
|0200226010|31.80|0.00|2.300|0.000,0.0,40.8,|0200226010|31.80|0.00|2.300|0.000,0.0,42.3,1.0,TO,
|0200226010|31.80|0.00|2.300|0.000,0.0,42.3,|0200226010|31.80|0.00|2.300|0.000,0.0,5965.0,128.0,CT,
|0200226010|31.80|0.00|2.300|0.000,0.0,5965.0,|0101021700|0.00|0.00|0.000|97.000,2.3,0.0,1.0,CO,
|0200226339|40.00|20.00|1.600|0.000,0.0,5988.0,|0101022000|0.00|0.00|0.000|115.500,1.6,0.0,1.0,CO,
|0101021700|0.00|0.00|0.000|87.500,1.6,0.0,"|0101021700|0.00|0.00|0.000|1,160.000",1.5,0.0,1.0,PS,1
|0200226010|28.60|0.00|1.600|0.000,0.0,6000.0,|0101021700|0.00|0.00|0.000|87.500,1.6,0.0,1.0,CO,
|0200230120|28.60|0.00|1.200|0.000,0.0,6253.0,|0101030100|0.00|0.00|0.000|89.000,1.2,0.0,1.0,CO,
|0200230120|28.60|0.00|1.200|0.000,0.0,410.0,|0200230120|28.60|0.00|1.200|0.000,0.0,6253.0,15.0,CM,
|0200226240|22.20|0.00|2.000|0.000,0.0,159.0,|0200226240|22.20|0.00|2.000|0.000,0.0,6229.0,38.0,CT,
|0101022000|0.00|0.00|0.000|68.000,1.8,0.0,|0101022000|0.00|0.00|0.000|965.000,1.75,0.0,1.0,PS,1
|0101022500|0.00|0.00|0.000|97.000,2.3,0.0,|0101022500|0.00|0.00|0.000|960.000,2.2,0.0,1.0,PS,1
|0101031000|0.00|0.00|0.000|99.500,1.2,0.0,|0101031000|0.00|0.00|0.000|950.000,1.15,0.0,1.0,PS,1
|0200220810|19.10|0.00|1.600|0.000,0.0,100.0,|0200220810|19.10|0.00|1.600|0.000,0.0,6111.0,58.0,CT,
|0200226010|19.10|0.00|1.600|0.000,0.0,160.0,|0200220810|19.10|0.00|1.600|0.000,0.0,6111.0,37.0,CT,
|0200226240|25.40|0.00|2.000|0.000,0.0,232.0,|0200226240|25.40|0.00|2.000|0.000,0.0,5527.0,23.0,CT,
|0200226240|25.40|0.00|2.000|0.000,0.0,268.0,|0200226240|25.40|0.00|2.000|0.000,0.0,5527.0,20.0,CT,
|0200226240|22.20|0.00|2.000|0.000,0.0,289.0,|0200226240|22.20|0.00|2.000|0.000,0.0,6229.0,21.0,CT,
|0200226240|25.40|0.00|2.000|0.000,0.0,252.0,|0200226240|25.40|0.00|2.000|0.000,0.0,5527.0,21.0,CT,
|0200226240|25.40|0.00|2.000|0.000,0.0,291.0,|0200226240|25.40|0.00|2.000|0.000,0.0,5527.0,18.0,CT,
|0200226240|22.20|0.00|2.000|0.000,0.0,319.0,|0200226240|22.20|0.00|2.000|0.000,0.0,6229.0,19.0,CT,
|0200226240|22.20|0.00|2.000|0.000,0.0,312.0,|0200226240|22.20|0.00|2.000|0.000,0.0,6229.0,19.0,CT,
|0200226240|22.20|0.00|2.000|0.000,0.0,282.0,|0200226240|22.20|0.00|2.000|0.000,0.0,6229.0,22.0,CT,
|0200220810|25.40|0.00|2.600|0.000,0.0,6115.0,|0101021700|0.00|0.00|0.000|75.500,2.6,0.0,1.0,CO,
|0200220810|25.40|0.00|2.600|0.000,0.0,1010.0,|0200220810|25.40|0.00|2.600|0.000,0.0,6115.0,6.0,CM,
|0200226240|22.20|0.00|2.000|0.000,0.0,5500.0,|0101022500|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226240|31.80|0.00|2.300|0.000,0.0,586.0,|0200226240|31.80|0.00|2.300|0.000,0.0,5953.0,10.0,CM,
|0200226240|31.80|0.00|2.300|0.000,0.0,5923.0,|0101022500|0.00|0.00|0.000|97.000,2.3,0.0,1.0,CO,
|0200226240|31.80|0.00|2.300|0.000,0.0,5953.0,|0101022500|0.00|0.00|0.000|97.000,2.3,0.0,1.0,CO,
|0200226240|31.80|0.00|2.300|0.000,0.0,578.0,|0200226240|31.80|0.00|2.300|0.000,0.0,5953.0,10.0,CM,
|0200226240|31.80|0.00|2.300|0.000,0.0,409.0,|0200226240|31.80|0.00|2.300|0.000,0.0,5953.0,14.0,CM,
|0200226010|34.00|0.00|2.600|0.000,0.0,5850.0,|0101021700|0.00|0.00|0.000|103.000,2.6,0.0,1.0,CO,
|0200236041|22.20|0.00|1.200|0.000,0.0,6000.0,|0101031000|0.00|0.00|0.000|69.500,1.2,0.0,1.0,CO,
|0200230742|22.20|0.00|1.400|0.000,0.0,6000.0,|0101031200|0.00|0.00|0.000|68.000,1.4,0.0,1.0,CO,
|0200236041|19.10|0.00|1.200|0.000,0.0,5353.0,|0101031000|0.00|0.00|0.000|59.000,1.2,0.0,1.0,CO,
|0200230120|15.90|0.00|1.200|0.000,0.0,250.0,|0200230120|15.90|0.00|1.200|0.000,0.0,5591.0,21.0,CT,
|0200226010|19.10|0.00|1.600|0.000,0.0,6000.0,|0101021700|0.00|0.00|0.000|58.000,1.6,0.0,1.0,CO,
|0200220139|25.40|0.00|2.000|0.000,0.0,6000.0,|0101022000|0.00|0.00|0.000|77.000,2.0,0.0,1.0,CO,
|0200226240|31.80|0.00|1.600|0.000,0.0,745.0,|0200226240|31.80|0.00|1.600|0.000,0.0,6049.0,8.0,CM,
|0200226240|31.80|0.00|1.600|0.000,0.0,6049.0,|0101022500|0.00|0.00|0.000|98.500,1.6,0.0,1.0,CO,
|0200220810|31.80|0.00|2.000|0.000,0.0,6000.0,|0101021700|0.00|0.00|0.000|97.000,2.0,0.0,1.0,CO,
|0200226240|22.20|0.00|2.000|0.000,0.0,5710.0,|0101022500|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226240|22.20|0.00|2.000|0.000,0.0,5550.0,|0101022500|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226240|25.40|0.00|2.600|0.000,0.0,512.0,|0200226240|25.40|0.00|2.600|0.000,0.0,6322.0,12.0,CM,
|0200226240|28.60|0.00|2.600|0.000,0.0,226.0,|0200226240|28.60|0.00|2.600|0.000,0.0,6059.0,26.0,CT,
|0200226240|19.10|0.00|1.500|0.000,0.0,521.0,|0200226240|19.10|0.00|1.500|0.000,0.0,5826.0,11.0,CM,
|0200226240|19.10|0.00|1.500|0.000,0.0,5826.0,|0101022500|0.00|0.00|0.000|58.000,1.6,0.0,1.0,CO,
|0200220139|38.10|0.00|2.600|0.000,0.0,261.3,|0200220139|38.10|0.00|2.600|0.000,0.0,6133.0,23.0,CT,
|0200220139|38.10|0.00|2.600|0.000,0.0,6133.0,|0101022000|0.00|0.00|0.000|115.000,2.6,0.0,1.0,CO,
|0200220810|38.10|0.00|2.600|0.000,0.0,824.7,|0200220810|38.10|0.00|2.600|0.000,0.0,5830.0,7.0,CM,
|0200226010|40.00|25.00|2.000|0.000,0.0,5600.0,|0101021700|0.00|0.00|0.000|127.000,2.0,0.0,1.0,CO,
|0101021700|0.00|0.00|0.000|127.000,2.0,0.0,|0101021700|0.00|0.00|0.000|945.000,1.95,0.0,1.0,PS,1
|0200226010|60.50|0.00|2.600|0.000,0.0,5300.0,|0101021700|0.00|0.00|0.000|186.000,2.6,0.0,1.0,CO,
|0200220810|60.50|0.00|2.600|0.000,0.0,5300.0,|0101021700|0.00|0.00|0.000|186.000,2.6,0.0,1.0,CO,
|0200226010|19.10|0.00|2.000|0.000,0.0,1000.0,|0200226010|19.10|0.00|2.000|0.000,0.0,5460.0,5.0,CM,
|0200226240|19.10|0.00|1.600|0.000,0.0,362.0,|0200226240|19.10|0.00|1.600|0.000,0.0,5887.0,16.0,CM,
|0200226240|19.10|0.00|1.600|0.000,0.0,380.0,|0200226240|19.10|0.00|1.600|0.000,0.0,5791.0,15.0,CM,
|0200226240|28.60|0.00|1.600|0.000,0.0,363.0,|0200226240|28.60|0.00|1.600|0.000,0.0,5903.0,16.0,CM,
|0200226240|28.60|0.00|1.600|0.000,0.0,341.0,|0200226240|28.60|0.00|1.600|0.000,0.0,5903.0,17.0,CM,
|0200226117|25.40|0.00|1.600|0.000,0.0,355.0,|0200226117|25.40|0.00|1.600|0.000,0.0,5775.0,16.0,CM,
|0200226240|22.20|0.00|1.600|0.000,0.0,348.0,|0200226240|22.20|0.00|1.600|0.000,0.0,6029.0,17.0,CM,
|0200225939|19.10|0.00|2.600|0.000,0.0,6000.0,|0101022000|0.00|0.00|0.000|55.500,2.6,0.0,1.0,CO,
|0200220810|19.10|0.00|1.600|0.000,0.0,1316.0,|0200220810|19.10|0.00|1.600|0.000,0.0,6111.0,4.0,CM,
|0200236041|22.20|0.00|1.200|0.000,0.0,5905.0,|0101031000|0.00|0.00|0.000|69.500,1.2,0.0,1.0,CO,
|0200236041|22.20|0.00|1.200|0.000,0.0,5855.0,|0101031000|0.00|0.00|0.000|69.500,1.2,0.0,1.0,CO,
|0101022500|0.00|0.00|0.000|154.000,2.3,0.0,|0101022500|0.00|0.00|0.000|960.000,2.2,0.0,1.0,PS,1
|0200226240|31.80|0.00|3.200|0.000,0.0,469.0,|0200226240|31.80|0.00|3.200|0.000,0.0,5851.0,12.0,CM,
|0200226240|31.80|0.00|3.200|0.000,0.0,481.0,|0200226240|31.80|0.00|3.200|0.000,0.0,5851.0,12.0,CM,
|0200230742|22.20|0.00|1.400|0.000,0.0,5905.0,|0101031200|0.00|0.00|0.000|68.000,1.4,0.0,1.0,CO,
|0200230742|22.20|0.00|1.400|0.000,0.0,5940.0,|0101031200|0.00|0.00|0.000|68.000,1.4,0.0,1.0,CO,
|0200230742|25.00|55.00|1.600|0.000,0.0,567.0,|0200230742|25.00|55.00|1.600|0.000,0.0,5780.0,10.0,CM,
|0200236041|19.10|0.00|1.200|0.000,0.0,5540.0,|0101031000|0.00|0.00|0.000|59.000,1.2,0.0,1.0,CO,
|0200226010|45.00|0.00|2.300|0.000,0.0,743.0,|0200226010|45.00|0.00|2.300|0.000,0.0,6003.0,8.0,CM,
|0200226010|45.00|0.00|2.300|0.000,0.0,6003.0,|0101021700|0.00|0.00|0.000|138.000,2.3,0.0,1.0,CO,
|0200226540|50.00|30.00|2.300|0.000,0.0,5700.0,|0101022500|0.00|0.00|0.000|153.500,2.3,0.0,1.0,CO,
|0101022500|0.00|0.00|0.000|153.500,2.3,0.0,|0101022500|0.00|0.00|0.000|960.000,2.2,0.0,1.0,PS,1
|0200226010|48.60|0.00|2.600|0.000,0.0,5300.0,|0101021700|0.00|0.00|0.000|148.500,2.6,0.0,1.0,CO,
|0200226010|19.10|0.00|1.600|0.000,0.0,5595.0,|0101021700|0.00|0.00|0.000|58.000,1.6,0.0,1.0,CO,
|0101021700|0.00|0.00|0.000|131.000,2.3,0.0,"|0101021700|0.00|0.00|0.000|1,120.000",2.2,0.0,1.0,PS,1
|0101021700|0.00|0.00|0.000|131.000,2.3,0.0,|0101021700|0.00|0.00|0.000|940.000,2.2,0.0,1.0,PS,
|0200226010|42.70|0.00|2.300|0.000,0.0,5800.0,|0101021700|0.00|0.00|0.000|131.000,2.3,0.0,1.0,CO,
|0200220139|22.20|0.00|1.600|0.000,0.0,600.0,|0200220139|22.20|0.00|1.600|0.000,0.0,5503.0,9.0,CM,
|0200220139|22.20|0.00|1.600|0.000,0.0,950.0,|0200220139|22.20|0.00|1.600|0.000,0.0,5503.0,5.0,CM,
|0200226339|40.00|20.00|2.300|0.000,0.0,450.0,|0200226339|40.00|20.00|2.300|0.000,0.0,5408.0,11.0,CM,
|0200226339|40.00|20.00|2.300|0.000,0.0,220.0,|0200226339|40.00|20.00|2.300|0.000,0.0,5408.0,24.0,CM,
|0200220139|28.60|0.00|2.000|0.000,0.0,130.0,|0200220139|28.60|0.00|2.000|0.000,0.0,6475.0,48.0,CT,
|0200226010|28.60|0.00|3.200|0.000,0.0,248.0,|0200226010|28.60|0.00|3.200|0.000,0.0,6000.0,23.0,CT,
|0200220139|15.90|0.00|1.600|0.000,0.0,120.4,|0200220139|15.90|0.00|1.600|0.000,0.0,5503.0,44.0,CT,
|0200220139|15.90|0.00|1.600|0.000,0.0,87.0,|0200220139|15.90|0.00|1.600|0.000,0.0,5503.0,60.0,CT,
|0200226240|22.20|0.00|2.000|0.000,0.0,285.0,|0200226240|22.20|0.00|2.000|0.000,0.0,6100.0,21.0,CT,
|0200226240|22.20|0.00|2.000|0.000,0.0,306.0,|0200226240|22.20|0.00|2.000|0.000,0.0,5921.0,19.0,CT,
|0200226240|22.20|0.00|2.000|0.000,0.0,310.0,|0200226240|22.20|0.00|2.000|0.000,0.0,5997.0,19.0,CT,
|0200226240|22.20|0.00|2.000|0.000,0.0,6100.0,|0101022500|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226240|22.20|0.00|2.000|0.000,0.0,5921.0,|0101022500|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226240|22.20|0.00|2.000|0.000,0.0,5997.0,|0101022500|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226010|22.20|0.00|2.000|0.000,0.0,6000.0,|0101021700|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200236441|20.00|20.00|1.200|0.000,0.0,6104.0,|0101031000|0.00|0.00|0.000|78.000,1.2,0.0,1.0,CO,
|0101031000|0.00|0.00|0.000|78.000,1.2,0.0,|0101031000|0.00|0.00|0.000|950.000,1.15,0.0,1.0,PS,1
|0200226240|25.40|0.00|2.000|0.000,0.0,6011.0,|0101022500|0.00|0.00|0.000|77.000,2.0,0.0,1.0,CO,
|0200226240|25.40|0.00|2.000|0.000,0.0,6103.0,|0101022500|0.00|0.00|0.000|77.000,2.0,0.0,1.0,CO,
|0200226240|25.40|0.00|2.000|0.000,0.0,6163.0,|0101022500|0.00|0.00|0.000|77.000,2.0,0.0,1.0,CO,
|0200226240|25.40|0.00|2.000|0.000,0.0,288.0,|0200226240|25.40|0.00|2.000|0.000,0.0,6163.0,21.0,CT,
|0200226240|25.40|0.00|2.000|0.000,0.0,226.0,|0200226240|25.40|0.00|2.000|0.000,0.0,6011.0,26.0,CT,
|0200226240|25.40|0.00|2.000|0.000,0.0,264.0,|0200226240|25.40|0.00|2.000|0.000,0.0,6011.0,22.0,CT,
|0200226240|22.20|0.00|2.000|0.000,0.0,310.0,|0200226240|22.20|0.00|2.000|0.000,0.0,5997.0,19.0,CM,
|0200226240|22.20|0.00|2.000|0.000,0.0,306.0,|0200226240|22.20|0.00|2.000|0.000,0.0,5921.0,19.0,CM,
|0200226010|25.40|0.00|1.400|0.000,0.0,5940.0,|0101021700|0.00|0.00|0.000|78.500,1.4,0.0,1.0,CO,
|0200226240|22.20|0.00|2.000|0.000,0.0,285.0,|0200226240|22.20|0.00|2.000|0.000,0.0,6100.0,21.0,CM,
|0200226240|25.40|0.00|2.000|0.000,0.0,264.0,|0200226240|25.40|0.00|2.000|0.000,0.0,6011.0,22.0,CM,
|0200226240|25.40|0.00|2.000|0.000,0.0,226.0,|0200226240|25.40|0.00|2.000|0.000,0.0,6011.0,26.0,CM,
|0200226240|25.40|0.00|2.000|0.000,0.0,288.0,|0200226240|25.40|0.00|2.000|0.000,0.0,6163.0,21.0,CM,
|0200226240|31.80|0.00|2.000|0.000,0.0,303.0,|0200226240|31.80|0.00|2.000|0.000,0.0,6182.0,20.0,CM,
|0200226010|25.40|0.00|2.600|0.000,0.0,275.0,|0200226010|25.40|0.00|2.600|0.000,0.0,5100.0,18.0,CT,
|0200262901|22.20|0.00|1.200|0.000,0.0,5944.0,|0101100900|0.00|0.00|0.000|69.500,1.2,0.0,1.0,CO,
|0200262901|22.20|0.00|1.200|0.000,0.0,449.6,|0200262901|22.20|0.00|1.200|0.000,0.0,5944.0,13.0,CM,
|0200220126|42.70|0.00|3.500|0.000,0.0,274.5,|0200220126|42.70|0.00|3.500|0.000,0.0,5894.0,21.0,CT,
|0200220126|42.70|0.00|3.500|0.000,0.0,276.5,|0200220126|42.70|0.00|3.500|0.000,0.0,5804.0,21.0,CT,
|0200220126|42.70|0.00|3.500|0.000,0.0,275.0,|0200220126|42.70|0.00|3.500|0.000,0.0,276.5,1.0,TO,
|0200230120|28.60|0.00|1.200|0.000,0.0,5300.0,|0101030100|0.00|0.00|0.000|89.000,1.2,0.0,1.0,CO,
|0200226240|28.60|0.00|2.600|0.000,0.0,5959.0,|0101022500|0.00|0.00|0.000|85.000,2.6,0.0,1.0,CO,
|0200226240|28.60|0.00|2.600|0.000,0.0,224.0,|0200226240|28.60|0.00|2.600|0.000,0.0,5959.0,26.0,CT,
|0200226010|19.10|0.00|2.000|0.000,0.0,5460.0,|0101021700|0.00|0.00|0.000|57.000,2.0,0.0,1.0,CO,
|0200226117|28.60|0.00|2.000|0.000,0.0,666.0,|0200226117|28.60|0.00|2.000|0.000,0.0,6001.0,8.0,CM,
|0200226117|28.60|0.00|2.000|0.000,0.0,390.0,|0200226117|28.60|0.00|2.000|0.000,0.0,6001.0,15.0,CM,
|0200220810|22.20|0.00|2.300|0.000,0.0,372.0,|0200226010|22.20|0.00|2.300|0.000,0.0,5500.0,15.0,CM,
|0200262901|25.40|0.00|1.200|0.000,0.0,115.0,|0200262901|25.40|0.00|1.200|0.000,0.0,116.5,1.0,TO,
|0200262901|25.40|0.00|1.200|0.000,0.0,76.5,|0200262901|25.40|0.00|1.200|0.000,0.0,6097.0,75.0,CT,
|0200262901|25.40|0.00|1.200|0.000,0.0,75.0,|0200262901|25.40|0.00|1.200|0.000,0.0,76.5,1.0,TO,
|0200262901|25.40|0.00|1.200|0.000,0.0,116.5,|0200262901|25.40|0.00|1.200|0.000,0.0,6097.0,50.0,CT,
|0200262901|22.20|0.00|1.200|0.000,0.0,612.0,|0200262901|22.20|0.00|1.200|0.000,0.0,6191.0,10.0,CM,
|0200236441|20.00|20.00|1.200|0.000,0.0,220.0,|0200236441|20.00|20.00|1.200|0.000,0.0,6104.0,27.0,CM,
|0200236441|20.00|20.00|1.200|0.000,0.0,315.0,|0200236441|20.00|20.00|1.200|0.000,0.0,6104.0,19.0,CM,
|0200226010|60.50|0.00|2.600|0.000,0.0,5100.0,|0101021700|0.00|0.00|0.000|186.000,2.6,0.0,1.0,CO,
|0200220810|60.50|0.00|2.600|0.000,0.0,5100.0,|0101021700|0.00|0.00|0.000|186.000,2.6,0.0,1.0,CO,
|0200235920|28.60|0.00|1.000|0.000,0.0,5800.0,|0101030100|0.00|0.00|0.000|89.500,1.0,0.0,1.0,CO,
|0200226010|25.40|0.00|2.000|0.000,0.0,5200.0,|0101021700|0.00|0.00|0.000|77.000,2.0,0.0,1.0,CO,
|0200226010|42.70|0.00|2.000|0.000,0.0,5700.0,|0101021700|0.00|0.00|0.000|131.000,2.0,0.0,1.0,CO,
|0200220139|28.60|0.00|2.000|0.000,0.0,219.0,|0200220139|28.60|0.00|2.000|0.000,0.0,6475.0,28.0,CT,
|0200220139|42.70|0.00|2.000|0.000,0.0,423.0,|0200220139|42.70|0.00|2.000|0.000,0.0,6135.0,14.0,CM,
|0200226339|40.00|20.00|2.300|0.000,0.0,1054.0,|0200226339|40.00|20.00|2.300|0.000,0.0,5408.0,5.0,CM,
|0200226240|31.80|0.00|1.600|0.000,0.0,743.0,|0200226240|31.80|0.00|1.600|0.000,0.0,6049.0,8.0,CM,
|0200226010|28.60|0.00|3.200|0.000,0.0,5925.0,|0101021700|0.00|0.00|0.000|84.500,3.2,0.0,1.0,CO,
|0200226010|38.10|0.00|2.600|0.000,0.0,5000.0,|0101021700|0.00|0.00|0.000|115.000,2.6,0.0,1.0,CO,
|0200220139|15.90|0.00|2.300|0.000,0.0,6161.0,|0101022000|0.00|0.00|0.000|47.000,2.3,0.0,1.0,CO,
"|0101022000|0.00|0.00|0.000|1,003.000",2.3,0.0,"|0101022000|0.00|0.00|0.000|1,050.000",2.2,0.0,1.0,PS,1
|0200262901|25.40|0.00|1.200|0.000,0.0,112.5,|0200262901|25.40|0.00|1.200|0.000,0.0,6097.0,51.0,CT,
|0200262901|25.40|0.00|1.200|0.000,0.0,111.0,|0200262901|25.40|0.00|1.200|0.000,0.0,112.5,1.0,TO,
|0200220139|15.90|0.00|2.300|0.000,0.0,320.0,|0200220139|15.90|0.00|2.300|0.000,0.0,6161.0,19.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,308.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6243.0,20.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,434.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6147.0,14.0,CM,
|0200226240|31.80|0.00|3.200|0.000,0.0,792.0,|0200226240|31.80|0.00|3.200|0.000,0.0,5851.0,7.0,CM,
|0200220810|34.00|0.00|2.600|0.000,0.0,6148.0,|0101021700|0.00|0.00|0.000|103.000,2.6,0.0,1.0,CO,
|0200220810|34.00|0.00|2.600|0.000,0.0,1219.0,|0200220810|34.00|0.00|2.600|0.000,0.0,6148.0,5.0,CM,
