ParentItemCode,ParentThickness2,ParentLength,ChildItemCode,ChildThickness2,ChildLength,ParentQty,ProcessCode,Main_Material
|0200226010|40.00|20.00|1.600|0.000,0.0,6017.0,|0101021700|0.00|0.00|0.000|115.500,1.6,0.0,1.0,CO,
|0200226240|25.40|0.00|2.300|0.000,0.0,443.0,|0200226240|25.40|0.00|2.300|0.000,0.0,5842.0,13.0,CT,
|0200220139|29.40|0.00|3.200|0.000,0.0,42.5,|0200220139|29.40|0.00|3.200|0.000,0.0,6161.0,133.0,CT,
|0200226240|19.10|0.00|1.600|0.000,0.0,1000.0,|0200226240|19.10|0.00|1.600|0.000,0.0,5731.0,5.0,CM,
|0200220139|31.80|0.00|2.000|0.000,0.0,810.0,|0200220139|31.80|0.00|2.000|0.000,0.0,5995.0,7.0,CM,
|0200220139|48.60|0.00|3.100|0.000,0.0,5569.0,|0101022000|0.00|0.00|0.000|146.500,3.1,0.0,1.0,CO,
|0200226240|28.60|0.00|2.300|0.000,0.0,376.0,|0200226240|28.60|0.00|2.300|0.000,0.0,6177.0,16.0,CM,
|0200226117|31.80|0.00|2.000|0.000,0.0,609.0,|0200226117|31.80|0.00|2.000|0.000,0.0,5671.0,9.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,332.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6135.0,18.0,CM,
|0200225926|48.60|0.00|3.500|0.000,0.0,208.5,|0200225926|48.60|0.00|3.500|0.000,0.0,5981.0,28.0,CT,
|0200220139|38.10|0.00|2.000|0.000,0.0,5923.0,|0101022000|0.00|0.00|0.000|117.000,2.0,0.0,1.0,CO,
|0200220139|38.10|0.00|2.000|0.000,0.0,5925.0,|0101022000|0.00|0.00|0.000|117.000,2.0,0.0,1.0,CO,
|0200226117|25.40|0.00|2.000|0.000,0.0,190.0,|0200226117|25.40|0.00|2.000|0.000,0.0,6151.0,31.0,CT,
|0200226240|28.60|0.00|2.300|0.000,0.0,435.0,|0200226240|28.60|0.00|2.300|0.000,0.0,6177.0,14.0,CM,
|0200226117|28.60|0.00|2.000|0.000,0.0,186.0,|0200226117|28.60|0.00|2.000|0.000,0.0,6065.0,31.0,CT,
|0200226117|28.60|0.00|2.000|0.000,0.0,5494.0,|0101021400|0.00|0.00|0.000|87.000,2.0,0.0,1.0,CO,
|0200220139|31.80|0.00|2.000|0.000,0.0,795.0,|0200220139|31.80|0.00|2.000|0.000,0.0,5995.0,7.0,CM,
|0200220126|42.70|0.00|3.500|0.000,0.0,200.5,|0200220126|42.70|0.00|3.500|0.000,0.0,6046.0,29.0,CT,
|0200220139|31.80|0.00|2.600|0.000,0.0,5300.0,|0101022000|0.00|0.00|0.000|97.000,2.6,0.0,1.0,CO,
|0200220139|31.80|0.00|2.600|0.000,0.0,5600.0,|0101022000|0.00|0.00|0.000|97.000,2.6,0.0,1.0,CO,
|0200226240|25.40|0.00|2.300|0.000,0.0,443.0,|0200226240|25.40|0.00|2.300|0.000,0.0,5842.0,13.0,CM,
|0200226240|25.40|0.00|2.000|0.000,0.0,683.0,|0200226240|25.40|0.00|2.000|0.000,0.0,5527.0,8.0,CM,
|0200226117|22.20|0.00|2.300|0.000,0.0,845.0,|0200226117|22.20|0.00|2.300|0.000,0.0,5974.0,7.0,CM,
|0200226117|22.20|0.00|2.300|0.000,0.0,875.0,|0200226117|22.20|0.00|2.300|0.000,0.0,6184.0,7.0,CM,
|0200226117|22.20|0.00|2.300|0.000,0.0,5974.0,|0101021400|0.00|0.00|0.000|66.000,2.3,0.0,1.0,CO,
|0200226117|22.20|0.00|2.300|0.000,0.0,6184.0,|0101021400|0.00|0.00|0.000|66.000,2.3,0.0,1.0,CO,
|0200226240|35.00|0.00|2.600|0.000,0.0,630.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6135.0,9.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,640.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6135.0,9.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,1000.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6135.0,6.0,CM,
|0200226117|15.90|0.00|1.600|0.000,0.0,5104.0,|0101021400|0.00|0.00|0.000|48.500,1.6,0.0,1.0,CO,
|0200220139|48.60|0.00|3.100|0.000,0.0,1830.0,|0200220139|48.60|0.00|3.100|0.000,0.0,5569.0,3.0,CM,
|0200220139|31.80|0.00|2.000|0.000,0.0,796.0,|0200220139|31.80|0.00|2.000|0.000,0.0,5995.0,7.0,CM,
|0200226339|40.00|20.00|1.600|0.000,0.0,5997.0,|0101022000|0.00|0.00|0.000|115.500,1.6,0.0,1.0,CO,
|0200226339|40.00|20.00|1.600|0.000,0.0,6098.0,|0101022000|0.00|0.00|0.000|115.500,1.6,0.0,1.0,CO,
|0200226117|15.90|0.00|1.600|0.000,0.0,1675.0,|0200226117|15.90|0.00|1.600|0.000,0.0,5104.0,3.0,CM,
|0200226010|54.00|20.00|2.000|0.000,0.0,5743.0,|0101021700|0.00|0.00|0.000|130.000,2.0,0.0,1.0,CO,
|0200226010|15.90|0.00|2.000|0.000,0.0,451.5,|0200226010|15.90|0.00|2.000|0.000,0.0,5600.0,12.0,CT,
|0200226010|15.90|0.00|2.000|0.000,0.0,450.0,|0200226010|15.90|0.00|2.000|0.000,0.0,451.5,1.0,TO,
|0200262901|22.20|0.00|1.200|0.000,0.0,1000.0,|0200262901|22.20|0.00|1.200|0.000,0.0,6191.0,6.0,CM,
|0200262901|38.10|0.00|1.200|0.000,0.0,150.0,|0200262901|38.10|0.00|1.200|0.000,0.0,5500.0,35.0,CT,
|0200262901|22.20|0.00|1.200|0.000,0.0,170.0,|0200262901|22.20|0.00|1.200|0.000,0.0,6191.0,35.0,CT,
|0200262901|25.40|0.00|1.200|0.000,0.0,165.0,|0200262901|25.40|0.00|1.200|0.000,0.0,5800.0,34.0,CT,
|0200220810|25.40|0.00|2.000|0.000,0.0,6372.0,|0101021700|0.00|0.00|0.000|77.000,2.0,0.0,1.0,CO,
|0200220710|25.40|0.00|2.000|0.000,0.0,369.0,|0200220810|25.40|0.00|2.000|0.000,0.0,6372.0,17.0,CM,
|0200220139|28.60|0.00|2.000|0.000,0.0,5450.0,|0101022000|0.00|0.00|0.000|87.000,2.0,0.0,1.0,CO,
|0200220139|28.60|0.00|2.000|0.000,0.0,6522.0,|0101022000|0.00|0.00|0.000|87.000,2.0,0.0,1.0,CO,
|0200230841|12.70|0.00|1.200|0.000,0.0,963.5,|0200230841|12.70|0.00|1.200|0.000,0.0,4901.0,5.0,CM,
|0200226117|28.60|0.00|2.000|0.000,0.0,5524.0,|0101021400|0.00|0.00|0.000|87.000,2.0,0.0,1.0,CO,
|0200226010|54.00|20.00|2.000|0.000,0.0,6310.0,|0101021700|0.00|0.00|0.000|130.000,2.0,0.0,1.0,CO,
|0200230841|38.10|0.00|1.200|0.000,0.0,6400.0,|0101031000|0.00|0.00|0.000|119.000,1.2,0.0,1.0,CO,
|0200226010|31.80|0.00|2.600|0.000,0.0,5923.0,|0101021700|0.00|0.00|0.000|97.000,2.6,0.0,1.0,CO,
|0200220139|31.80|0.00|2.000|0.000,0.0,6415.0,|0101022000|0.00|0.00|0.000|97.000,2.0,0.0,1.0,CO,
|0200220139|31.80|0.00|2.000|0.000,0.0,794.0,|0200220139|31.80|0.00|2.000|0.000,0.0,6415.0,8.0,CM,
|0200226010|31.80|0.00|2.600|0.000,0.0,5925.0,|0101021700|0.00|0.00|0.000|97.000,2.6,0.0,1.0,CO,
|0200226240|25.40|0.00|1.600|0.000,0.0,5500.0,|0101022500|0.00|0.00|0.000|78.000,1.6,0.0,1.0,CO,
|0200226117|28.60|0.00|2.000|0.000,0.0,1815.0,|0200226117|28.60|0.00|2.000|0.000,0.0,5524.0,3.0,CM,
|0200220810|25.40|0.00|2.000|0.000,0.0,369.0,|0200220810|25.40|0.00|2.000|0.000,0.0,6372.0,17.0,CM,
|0200226010|40.00|20.00|1.600|0.000,0.0,6384.0,|0101021700|0.00|0.00|0.000|115.500,1.6,0.0,1.0,CO,
|0200220810|38.10|0.00|2.300|0.000,0.0,6463.0,|0101021700|0.00|0.00|0.000|116.000,2.3,0.0,1.0,CO,
|0200226117|28.60|0.00|2.000|0.000,0.0,1856.0,|0200226117|28.60|0.00|2.000|0.000,0.0,6065.0,3.0,CM,
|0200226240|25.40|0.00|1.600|0.000,0.0,482.0,|0200226240|25.40|0.00|1.600|0.000,0.0,5874.0,12.0,CT,
|0200226240|31.80|0.00|2.000|0.000,0.0,352.0,|0200226240|31.80|0.00|2.000|0.000,0.0,6182.0,17.0,CT,
|0200226240|22.20|0.00|1.600|0.000,0.0,405.0,|0200226240|22.20|0.00|1.600|0.000,0.0,6029.0,14.0,CT,
|0200226339|40.00|20.00|1.600|0.000,0.0,6450.0,|0101022000|0.00|0.00|0.000|115.500,1.6,0.0,1.0,CO,
|0200226339|40.00|25.00|1.600|0.000,0.0,5500.0,|0101022000|0.00|0.00|0.000|128.000,1.6,0.0,1.0,CO,
|0200226010|40.00|20.00|1.600|0.000,0.0,6398.0,|0101021700|0.00|0.00|0.000|115.500,1.6,0.0,1.0,CO,
|0200226339|50.00|30.00|1.600|0.000,0.0,5500.0,|0101022000|0.00|0.00|0.000|156.000,1.6,0.0,1.0,CO,
|0200226010|40.00|20.00|1.600|0.000,0.0,901.5,|0200226010|40.00|20.00|1.600|0.000,0.0,6398.0,7.0,CM,
|0200226010|19.10|0.00|1.400|0.000,0.0,5420.0,|0101021700|0.00|0.00|0.000|58.500,1.4,0.0,1.0,CO,
|0200226240|25.40|0.00|1.600|0.000,0.0,276.0,|0200226240|25.40|0.00|1.600|0.000,0.0,5971.0,21.0,CT,
|0200226240|19.10|0.00|2.000|0.000,0.0,355.0,|0200226240|19.10|0.00|2.000|0.000,0.0,5911.0,16.0,CT,
|0200226240|19.10|0.00|2.000|0.000,0.0,335.0,|0200226240|19.10|0.00|2.000|0.000,0.0,5911.0,17.0,CT,
|0200226117|28.60|0.00|2.000|0.000,0.0,5644.0,|0101021400|0.00|0.00|0.000|87.000,2.0,0.0,1.0,CO,
|0200226010|42.70|0.00|2.000|0.000,0.0,831.4,|0200226010|42.70|0.00|2.000|0.000,0.0,6078.0,7.0,CM,
|0200226010|48.60|0.00|3.500|0.000,0.0,5880.0,|0101021700|0.00|0.00|0.000|146.500,3.5,0.0,1.0,CO,
|0200226240|28.60|0.00|2.300|0.000,0.0,432.0,|0200226240|28.60|0.00|2.300|0.000,0.0,6177.0,14.0,CM,
|0200226240|31.80|0.00|2.000|0.000,0.0,475.0,|0200226240|31.80|0.00|2.000|0.000,0.0,6182.0,12.0,CM,
|0200226240|31.80|0.00|3.200|0.000,0.0,628.0,|0200226240|31.80|0.00|3.200|0.000,0.0,5851.0,9.0,CM,
|0200226010|19.10|0.00|1.600|0.000,0.0,5800.0,|0101021700|0.00|0.00|0.000|58.000,1.6,0.0,1.0,CO,
|0200226010|22.20|0.00|2.000|0.000,0.0,6011.0,|0101021700|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226010|22.20|0.00|2.000|0.000,0.0,743.0,|0200226010|22.20|0.00|2.000|0.000,0.0,6011.0,8.0,CT,
|0200226117|45.00|0.00|2.300|0.000,0.0,6113.0,|0101021400|0.00|0.00|0.000|138.000,2.3,0.0,1.0,CO,
|0200226117|45.00|0.00|2.300|0.000,0.0,375.5,|0200226117|45.00|0.00|2.300|0.000,0.0,6113.0,16.0,CM,
|0200226010|42.70|0.00|1.600|0.000,0.0,5715.0,|0101021700|0.00|0.00|0.000|132.000,1.6,0.0,1.0,CO,
|0200226010|42.70|0.00|1.600|0.000,0.0,808.2,|0200226010|42.70|0.00|1.600|0.000,0.0,5715.0,7.0,CM,
|0200226010|42.70|0.00|2.000|0.000,0.0,5874.0,|0101021700|0.00|0.00|0.000|131.000,2.0,0.0,1.0,CO,
|0200226010|42.70|0.00|2.000|0.000,0.0,831.0,|0200226010|42.70|0.00|2.000|0.000,0.0,5874.0,7.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,505.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6135.0,12.0,CM,
|0200226240|28.60|0.00|2.300|0.000,0.0,360.0,|0200226240|28.60|0.00|2.300|0.000,0.0,5875.0,16.0,CM,
|0200226240|28.60|0.00|2.300|0.000,0.0,545.0,|0200226240|28.60|0.00|2.300|0.000,0.0,6059.0,11.0,CM,
|0200226339|50.00|30.00|1.600|0.000,0.0,737.0,|0200226339|50.00|30.00|1.600|0.000,0.0,6000.0,8.0,CM,
|0200226339|50.00|30.00|1.600|0.000,0.0,587.0,|0200226339|50.00|30.00|1.600|0.000,0.0,6000.0,10.0,CM,
|0200226339|50.00|30.00|1.600|0.000,0.0,6000.0,|0101022000|0.00|0.00|0.000|156.000,1.6,0.0,1.0,CO,
|0200226010|19.10|0.00|1.400|0.000,0.0,5500.0,|0101021700|0.00|0.00|0.000|58.500,1.4,0.0,1.0,CO,
|0200226010|19.10|0.00|2.000|0.000,0.0,5600.0,|0101021700|0.00|0.00|0.000|57.000,2.0,0.0,1.0,CO,
|0200226240|31.80|0.00|3.200|0.000,0.0,600.0,|0200226240|31.80|0.00|3.200|0.000,0.0,5707.0,9.0,CM,
|0200226010|25.40|0.00|2.000|0.000,0.0,6000.0,|0101021700|0.00|0.00|0.000|77.000,2.0,0.0,1.0,CO,
|0200226010|54.00|0.00|2.600|0.000,0.0,5500.0,|0101021700|0.00|0.00|0.000|166.000,2.6,0.0,1.0,CO,
|0200226010|54.00|0.00|2.900|0.000,0.0,6366.0,|0101021700|0.00|0.00|0.000|164.500,2.9,0.0,1.0,CO,
|0200226010|48.60|0.00|3.500|0.000,0.0,5700.0,|0101021700|0.00|0.00|0.000|146.500,3.5,0.0,1.0,CO,
|0200226240|25.40|0.00|2.000|0.000,0.0,5527.0,|0101022500|0.00|0.00|0.000|77.000,2.0,0.0,1.0,CO,
|0200226010|54.00|0.00|2.900|0.000,0.0,700.0,|0200226010|54.00|0.00|2.900|0.000,0.0,6366.0,9.0,CM,
|0200226117|22.20|0.00|1.600|0.000,0.0,5727.0,|0101021400|0.00|0.00|0.000|67.500,1.6,0.0,1.0,CO,
|0200226117|22.20|0.00|1.600|0.000,0.0,708.0,|0200226117|22.20|0.00|1.600|0.000,0.0,5727.0,8.0,CT,
|0200220139|15.90|0.00|1.600|0.000,0.0,110.0,|0200220139|15.90|0.00|1.600|0.000,0.0,6000.0,52.0,CT,
|0200226010|42.70|0.00|2.000|0.000,0.0,660.0,|0200226010|42.70|0.00|2.000|0.000,0.0,5874.0,8.0,CM,
|0200226117|22.20|0.00|2.300|0.000,0.0,5900.0,|0101021400|0.00|0.00|0.000|66.000,2.3,0.0,1.0,CO,
|0200226010|42.70|0.00|2.000|0.000,0.0,860.0,|0200226010|42.70|0.00|2.000|0.000,0.0,6078.0,7.0,CM,
|0200220810|19.10|0.00|2.300|0.000,0.0,6073.0,|0101021700|0.00|0.00|0.000|56.500,2.3,0.0,1.0,CO,
|0200220810|19.10|0.00|2.300|0.000,0.0,371.7,|0200220810|19.10|0.00|2.300|0.000,0.0,6073.0,16.0,CM,
|0200220139|22.20|0.00|2.300|0.000,0.0,726.0,|0200220139|22.20|0.00|2.300|0.000,0.0,727.5,1.0,TO,
|0200220810|31.80|0.00|1.600|0.000,0.0,5742.0,|0101021700|0.00|0.00|0.000|98.500,1.6,0.0,1.0,CO,
|0200220139|31.80|0.00|2.000|0.000,0.0,6443.0,|0101022000|0.00|0.00|0.000|97.000,2.0,0.0,1.0,CO,
|0200220139|31.80|0.00|2.000|0.000,0.0,798.0,|0200220139|31.80|0.00|2.000|0.000,0.0,6443.0,8.0,CM,
|0200226117|31.80|0.00|2.000|0.000,0.0,6123.0,|0101021400|0.00|0.00|0.000|97.000,2.0,0.0,1.0,CO,
|0200226117|31.80|0.00|2.000|0.000,0.0,606.0,|0200226117|31.80|0.00|2.000|0.000,0.0,6123.0,10.0,CM,
|0200220139|31.80|0.00|2.000|0.000,0.0,800.0,|0200220139|31.80|0.00|2.000|0.000,0.0,6443.0,8.0,CM,
|0200226010|48.60|0.00|3.500|0.000,0.0,203.5,|0200226010|48.60|0.00|3.500|0.000,0.0,5700.0,27.0,CT,
|0200226010|48.60|0.00|3.500|0.000,0.0,202.0,|0200226010|48.60|0.00|3.500|0.000,0.0,203.5,1.0,TO,
|0200220139|48.60|0.00|2.000|0.000,0.0,5461.0,|0101022000|0.00|0.00|0.000|150.500,2.0,0.0,1.0,CO,
|0200220139|48.60|0.00|2.000|0.000,0.0,1804.0,|0200220139|48.60|0.00|2.000|0.000,0.0,5461.0,3.0,CM,
|0200220139|22.20|0.00|2.300|0.000,0.0,5883.0,|0101022000|0.00|0.00|0.000|66.000,2.3,0.0,1.0,CO,
|0200220139|22.20|0.00|2.300|0.000,0.0,727.5,|0200220139|22.20|0.00|2.300|0.000,0.0,5883.0,8.0,CT,
|0101022000|0.00|0.00|0.000|131.000,2.0,0.0,|0101022000|0.00|0.00|0.000|945.000,1.95,0.0,1.0,PS,1
|0200262901|22.20|0.00|1.200|0.000,0.0,435.0,|0200262901|22.20|0.00|1.200|0.000,0.0,6191.0,14.0,CM,
|0200226117|38.10|0.00|1.800|0.000,0.0,6478.0,|0101021400|0.00|0.00|0.000|117.500,1.8,0.0,1.0,CO,
|0200226117|38.10|0.00|1.800|0.000,0.0,1285.0,|0200226117|38.10|0.00|1.800|0.000,0.0,6478.0,5.0,CM,
|0200220139|31.80|0.00|2.000|0.000,0.0,6475.0,|0101022000|0.00|0.00|0.000|97.000,2.0,0.0,1.0,CO,
|0200220139|31.80|0.00|2.000|0.000,0.0,802.0,|0200220139|31.80|0.00|2.000|0.000,0.0,6475.0,8.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,765.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6214.0,8.0,CM,
|0200226010|40.00|20.00|1.600|0.000,0.0,741.0,|0200226010|40.00|20.00|1.600|0.000,0.0,6017.0,8.0,CM,
|0101022000|0.00|0.00|0.000|67.000,2.0,0.0,|0101022000|0.00|0.00|0.000|945.000,1.95,0.0,1.0,PS,1
|0101022000|0.00|0.00|0.000|188.000,2.0,0.0,|0101022000|0.00|0.00|0.000|945.000,1.95,0.0,1.0,PS,1
|0101022500|0.00|0.00|0.000|756.000,2.0,0.0,|0101022500|0.00|0.00|0.000|870.000,1.95,0.0,1.0,PS,
|0200226240|28.60|0.00|2.300|0.000,0.0,565.0,|0200226240|28.60|0.00|2.300|0.000,0.0,5731.0,10.0,CM,
|0200226240|28.60|0.00|2.300|0.000,0.0,445.0,|0200226240|28.60|0.00|2.300|0.000,0.0,5875.0,13.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,900.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6135.0,6.0,CM,
|0200220139|31.80|0.00|2.000|0.000,0.0,799.0,|0200220139|31.80|0.00|2.000|0.000,0.0,6475.0,8.0,CM,
|0200226117|28.60|0.00|2.000|0.000,0.0,1256.0,|0200226117|28.60|0.00|2.000|0.000,0.0,6376.0,5.0,CM,
|0200226240|31.80|0.00|2.000|0.000,0.0,603.0,|0200226240|31.80|0.00|2.000|0.000,0.0,6182.0,10.0,CM,
|0200226240|31.80|0.00|2.000|0.000,0.0,469.0,|0200226240|31.80|0.00|2.000|0.000,0.0,6182.0,13.0,CM,
|0200220139|25.40|0.00|3.200|0.000,0.0,5561.0,|0101022000|0.00|0.00|0.000|75.500,3.2,0.0,1.0,CO,
|0200226117|15.90|0.00|1.600|0.000,0.0,1677.0,|0200226117|15.90|0.00|1.600|0.000,0.0,5155.0,3.0,CM,
|0200226117|15.90|0.00|1.600|0.000,0.0,5155.0,|0101021400|0.00|0.00|0.000|48.500,1.6,0.0,1.0,CO,
|0200226240|28.60|0.00|2.300|0.000,0.0,533.0,|0200226240|28.60|0.00|2.300|0.000,0.0,6106.0,11.0,CM,
|0200226240|28.60|0.00|2.300|0.000,0.0,309.0,|0200226240|28.60|0.00|2.300|0.000,0.0,6106.0,19.0,CM,
|0200226240|25.40|0.00|1.600|0.000,0.0,246.0,|0200226240|25.40|0.00|1.600|0.000,0.0,5971.0,23.0,CT,
|0200226240|19.10|0.00|1.600|0.000,0.0,275.0,|0200226240|19.10|0.00|1.600|0.000,0.0,5791.0,20.0,CT,
|0200226240|25.40|0.00|2.300|0.000,0.0,314.0,|0200226240|25.40|0.00|2.300|0.000,0.0,5926.0,18.0,CM,
|0200226240|28.60|0.00|2.300|0.000,0.0,398.0,|0200226240|28.60|0.00|2.300|0.000,0.0,6106.0,15.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,965.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6135.0,6.0,CM,
|0200226240|28.60|0.00|2.300|0.000,0.0,316.0,|0200226240|28.60|0.00|2.300|0.000,0.0,6106.0,19.0,CM,
|0200226240|28.60|0.00|2.300|0.000,0.0,424.0,|0200226240|28.60|0.00|2.300|0.000,0.0,6106.0,14.0,CM,
|0200220139|25.40|0.00|3.200|0.000,0.0,44.7,|0200220139|25.40|0.00|3.200|0.000,0.0,5561.0,110.0,CT,
|0200226117|19.10|0.00|2.000|0.000,0.0,310.0,|0200226117|19.10|0.00|2.000|0.000,0.0,5771.0,18.0,CM,
|0200226117|28.60|0.00|2.000|0.000,0.0,2225.0,|0200226117|28.60|0.00|2.000|0.000,0.0,5644.0,2.0,CM,
|0200220139|15.90|0.00|1.600|0.000,0.0,283.0,|0200220139|15.90|0.00|1.600|0.000,0.0,6000.0,20.0,CT,
|0200226117|22.20|0.00|2.300|0.000,0.0,536.0,|0200226117|22.20|0.00|2.300|0.000,0.0,5893.0,10.0,CM,
|0200226117|22.20|0.00|2.300|0.000,0.0,373.0,|0200226117|22.20|0.00|2.300|0.000,0.0,5893.0,15.0,CM,
|0200220139|28.60|0.00|2.000|0.000,0.0,1175.0,|0200220139|28.60|0.00|2.000|0.000,0.0,6522.0,5.0,CM,
|0200226240|28.60|0.00|2.300|0.000,0.0,563.0,|0200226240|28.60|0.00|2.300|0.000,0.0,6106.0,10.0,CM,
|0200230120|15.90|0.00|1.200|0.000,0.0,283.0,|0200230120|15.90|0.00|1.200|0.000,0.0,5591.0,19.0,CT,
|0200226117|19.10|0.00|2.000|0.000,0.0,310.0,|0200226117|19.10|0.00|2.000|0.000,0.0,5771.0,18.0,CT,
|0200220139|25.40|0.00|1.800|0.000,0.0,463.4,|0200220139|25.40|0.00|1.800|0.000,0.0,6210.0,13.0,CM,
|0200226117|28.60|0.00|2.000|0.000,0.0,1254.0,|0200226117|28.60|0.00|2.000|0.000,0.0,6376.0,5.0,CM,
|0200226010|60.50|0.00|2.000|0.000,0.0,350.0,|0200220810|60.50|0.00|2.000|0.000,0.0,5233.0,14.0,CM,
|0200226010|45.00|0.00|2.300|0.000,0.0,6053.0,|0101021700|0.00|0.00|0.000|138.000,2.3,0.0,1.0,CO,
|0200226010|45.00|0.00|2.300|0.000,0.0,1200.0,|0200226010|45.00|0.00|2.300|0.000,0.0,6053.0,5.0,CM,
|0200230841|38.10|0.00|1.200|0.000,0.0,5000.0,|0101031000|0.00|0.00|0.000|119.000,1.2,0.0,1.0,CO,
|0200230841|38.10|0.00|1.200|0.000,0.0,6000.0,|0101031000|0.00|0.00|0.000|119.000,1.2,0.0,1.0,CO,
|0200220810|32.00|32.00|2.300|0.000,0.0,6040.0,|0101021700|0.00|0.00|0.000|124.000,2.3,0.0,1.0,CO,
|0200226010|31.80|0.00|2.600|0.000,0.0,5800.0,|0101021700|0.00|0.00|0.000|97.000,2.6,0.0,1.0,CO,
|0200226010|25.40|0.00|3.200|0.000,0.0,5410.0,|0101021700|0.00|0.00|0.000|75.500,3.2,0.0,1.0,CO,
|0101100900|0.00|0.00|0.000|69.500,1.2,0.0,|0101100900|0.00|0.00|0.000|79.000,1.2,0.0,1.0,PS,
|0200226010|54.00|20.00|2.000|0.000,0.0,580.0,|0200226010|54.00|20.00|2.000|0.000,0.0,6310.0,10.0,CM,
|0200226010|34.00|0.00|2.000|0.000,0.0,6000.0,|0101021700|0.00|0.00|0.000|105.000,2.0,0.0,1.0,CO,
|0200226010|31.80|0.00|1.600|0.000,0.0,5500.0,|0101021700|0.00|0.00|0.000|98.500,1.6,0.0,1.0,CO,
|0200220810|45.00|0.00|2.000|0.000,0.0,6067.0,|0101021700|0.00|0.00|0.000|139.000,2.0,0.0,1.0,CO,
|0200220810|45.00|0.00|2.000|0.000,0.0,500.0,|0200220810|45.00|0.00|2.000|0.000,0.0,6067.0,12.0,CM,
|0200220810|31.80|0.00|2.600|0.000,0.0,358.0,|0200226010|31.80|0.00|2.600|0.000,0.0,5925.0,16.0,CM,
|0200220810|38.10|0.00|2.600|0.000,0.0,828.0,|0200220810|38.10|0.00|2.600|0.000,0.0,6260.0,7.0,CM,
|0200220810|32.00|32.00|2.300|0.000,0.0,6033.0,|0101021700|0.00|0.00|0.000|124.000,2.3,0.0,1.0,CO,
|0200220810|32.00|32.00|2.300|0.000,0.0,1190.0,|0200220810|32.00|32.00|2.300|0.000,0.0,6033.0,5.0,CM,
|0101021700|0.00|0.00|0.000|58.500,1.4,0.0,"|0101021700|0.00|0.00|0.000|1,000.000",1.35,0.0,1.0,PS,1
|0101021700|0.00|0.00|0.000|146.500,3.5,0.0,"|0101021700|0.00|0.00|0.000|1,030.000",3.45,0.0,1.0,PS,1
|0200236643|28.60|0.00|1.200|0.000,0.0,1505.0,|0200236643|28.60|0.00|1.200|0.000,0.0,6071.0,4.0,CM,
|0200230119|22.20|0.00|1.200|0.000,0.0,5800.0,|0101030100|0.00|0.00|0.000|69.500,1.2,0.0,1.0,CO,
|0200230119|22.20|0.00|1.200|0.000,0.0,5670.0,|0101030100|0.00|0.00|0.000|69.500,1.2,0.0,1.0,CO,
|0200226240|35.00|0.00|2.600|0.000,0.0,477.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6135.0,12.0,CM,
|0200226240|35.00|0.00|2.600|0.000,0.0,503.0,|0200226240|35.00|0.00|2.600|0.000,0.0,6135.0,12.0,CM,
|0200226010|22.20|0.00|2.000|0.000,0.0,5979.0,|0101021700|0.00|0.00|0.000|67.000,2.0,0.0,1.0,CO,
|0200226010|22.20|0.00|2.000|0.000,0.0,739.0,|0200226010|22.20|0.00|2.000|0.000,0.0,5979.0,8.0,CT,
|0200220139|45.00|0.00|2.000|0.000,0.0,6067.0,|0101022000|0.00|0.00|0.000|139.000,2.0,0.0,1.0,CO,
|0200220139|45.00|0.00|2.000|0.000,0.0,500.0,|0200220139|45.00|0.00|2.000|0.000,0.0,6067.0,12.0,CM,
|0200226010|42.70|0.00|1.400|0.000,0.0,5800.0,|0101021700|0.00|0.00|0.000|132.500,1.4,0.0,1.0,CO,
|0101021700|0.00|0.00|0.000|78.500,1.4,0.0,"|0101021700|0.00|0.00|0.000|1,000.000",1.35,0.0,1.0,PS,1
|0200226010|31.80|0.00|1.400|0.000,0.0,5150.0,|0101021700|0.00|0.00|0.000|99.000,1.4,0.0,1.0,CO,
|0200220810|38.10|0.00|2.300|0.000,0.0,1000.0,|0200220810|38.10|0.00|2.300|0.000,0.0,6463.0,6.0,CM,
|0200220139|31.80|0.00|2.000|0.000,0.0,1000.0,|0200220139|31.80|0.00|2.000|0.000,0.0,6475.0,6.0,CM,
|0200230120|19.10|0.00|1.000|0.000,0.0,5800.0,|0101030100|0.00|0.00|0.000|59.500,1.0,0.0,1.0,CO,
|0200226240|25.40|0.00|2.600|0.000,0.0,6055.0,|0101022500|0.00|0.00|0.000|75.500,2.6,0.0,1.0,CO,
